id,title,album_id,artist_id,duration_ms,preview_url,cover_url,is_explicit
23276,"Speak Your Mind (From the Netflix Series ""We The People"")",15177,4885,193943,,,0
23277,You and Me on the Rock,15178,4885,230098,,,0
23278,You and Me on the Rock,15179,4885,230098,,,0
23279,You and Me on the Rock,15180,4885,230098,,,0
23280,You and Me on the Rock,15181,4885,230098,,,0
23281,You and Me on the Rock,15182,4885,230098,,,0
23282,Trampoline - Acoustic,15183,4888,213098,,,0
23283,透明だった世界,15184,4889,232360,,,0
23284,Pieces,15185,4890,241119,,,0
23285,A Drop in the Ocean,15186,4891,220239,,,0
23286,So Far Away - Acoustic,15187,4892,171543,,,0
23287,The Enemy,15185,4890,286865,,,0
23288,Build It Better,15188,4893,234473,,,0
23289,Sleepwalking in the Rain,15189,4874,216000,,,0
23290,Gravity,15190,4894,232760,,,0
23291,What's Left of You,15191,4874,178600,,,1
23292,Pano,15192,4879,254400,,,0
23293,Sky's Still Blue,15193,4890,244320,,,0
23294,And I Love Her,15194,4895,124933,,,0
23295,We Can't Stop,15154,4884,222146,,,0
23296,Always Be My Baby,15195,4896,181852,,,0
23297,Alone with You,15196,4897,186584,,,0
23298,Making All Things New,15197,4898,159600,,,0
23299,She Used To Be Mine,15198,4894,250266,,,0
23300,In My Veins - Feat. Erin Mccarley,15199,4890,318908,,,0
23301,I Don't Wanna Live Forever (Fifty Shades Darker),15200,4899,222351,,,0
23302,A Drop In the Ocean,15201,4891,219480,,,0
23303,Superman (It's Not Easy),15202,4900,221693,,,0
23304,When the End Comes,15203,4890,354400,,,0
23305,You're Still The One,15204,4901,177500,,,0
23306,Light Me Up,15205,4872,247840,,,0
23307,93 Million Miles,15146,4877,216386,,,0
23308,Kaleidoscope,15206,4876,229320,,,0
23309,The Long Road,15207,4887,330933,,,0
23310,What Would I Do Without You,15208,4902,172213,,,0
23311,Have It All,15209,4877,226106,,,0
23312,Heavy Heart,15210,4903,235173,,,0
23313,The House We Never Built,15211,4903,195213,,,0
23314,Society,15212,4887,236306,,,0
23315,Please Don't Say You Love Me,15213,4903,181400,,,0
23316,Please Don't Say You Love Me,15214,4903,181400,,,0
23317,Guaranteed,15212,4887,164500,,,0
23318,Brave,15215,4894,220573,,,0
23319,Lonely This Christmas,15216,4886,257493,,,0
23320,Lonely This Christmas,15217,4886,257493,,,0
23321,Heaven Knows,15218,4900,210612,,,0
23322,I Heard The Bells On Christmas Day,15219,4904,154440,,,0
23323,I Heard The Bells On Christmas Day,15220,4904,154440,,,0
23324,Fairytale Of New York,15221,4886,263866,,,0
23325,I Heard The Bells On Christmas Day,15222,4904,154440,,,0
23326,I Heard The Bells On Christmas Day,15223,4904,154440,,,0
23327,I Heard The Bells On Christmas Day,15224,4904,154440,,,0
23328,I Heard The Bells On Christmas Day,15225,4904,154440,,,0
23329,I Heard The Bells On Christmas Day,15226,4904,154440,,,0
23330,Hold On,15227,4886,177613,,,0
23331,Suddenly I See,15228,4886,199040,,,0
23332,Rain,15229,4889,293040,,,0
23333,Somebody Else - Acoustic,15230,4905,138495,,,0
23334,Pieces (Hushed),15231,4890,198626,,,0
23335,Mirrors,15154,4884,292566,,,0
23336,Stand by Me,15232,4884,199019,,,0
23337,Losing Me,15233,4903,181760,,,0
23338,なんでもないや - movie ver.,15234,4906,349920,,,0
23339,You’re Beautiful - Acoustic,15235,4907,204973,,,0
23340,Hikare Inochi,15236,4908,322146,,,0
23341,How To Lose a Girl,15237,4899,210375,,,0
23342,Can’t Help Falling in Love,15238,4884,131000,,,0
23343,Dive Deep (Hushed),15239,4890,218531,,,0
23344,When the Party's over (Acoustic Piano),15240,4871,195945,,,0
23345,Boston,15241,4909,245933,,,0
23346,Living in the Shadows,15242,4910,212386,,,0
23347,In Case You Didn’t Know,15153,4884,225165,,,0
23348,death bed (coffee for your head),15243,4883,112008,,,0
23349,You Are My Sunshine,15244,4873,123609,,,0
23350,I Won't Give Up,15245,4877,240165,,,0
23351,I Was Born To Love You,15246,4911,265843,,,0
23352,Only Love Can Hurt Like This,15247,4912,194194,,,0
23353,Mr Blue,15248,4913,154600,,,0
23354,Do Not Let Me Go,15249,4914,158960,,,0
23355,Holding On And Letting Go,15250,4878,319000,,,0
23356,You Already Know,15251,4915,214360,,,0
23357,Believer (Remix),15252,4871,204480,,,0
23358,Collide - Acoustic Version,15253,4916,277000,,,0
23359,Love Like This,15254,4917,214240,,,0
23360,Come On Get Higher,15255,4918,215173,,,0
23361,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",15256,4919,296862,,,0
23362,Kiss Me Slowly,15257,4920,235813,,,0
23363,Without You,15258,4920,228933,,,0
23364,Absolutely Zero,15259,4877,339196,,,0
23365,Sleep All Day,15259,4877,296843,,,0
23366,You and I Both,15259,4877,218240,,,0
23367,Long Nights,15212,4887,151773,,,0
23368,Please Don't Say You Love Me,15260,4903,181400,,,0
23369,Suddenly I See,15261,4886,201706,,,0
23370,Who Needs Shelter,15259,4877,192260,,,0
23371,No Stopping Us,15259,4877,198855,,,0
23372,I'll Do Anything,15259,4877,191889,,,0
23373,Make You Feel My Love,15262,4915,171293,,,0
23374,The Remedy (I Won't Worry),15259,4877,256440,,,0
23375,Too Much Food,15259,4877,221425,,,0
23376,The Boy's Gone,15259,4877,255047,,,0
23377,"On Love, in Sadness",15259,4877,208793,,,0
23378,Curbside Prophet,15259,4877,214552,,,0
23379,"Tonight, Not Again - Live",15259,4877,264280,,,0
23380,"Tonight, Not Again",15259,4877,289041,,,0
23381,Hard Sun,15212,4887,322080,,,0
23382,Here with Me,15263,4921,238971,,,0
23383,The Scientist,15264,4899,276575,,,0
23384,Collide,15265,4916,249120,,,0
23385,get better,15266,4922,111734,,,0
23386,Sympathy,15236,4908,210760,,,0
23387,Let It Go,15267,4884,255688,,,0
23388,What You Need,15268,4874,181786,,,0
23389,100 Years,15269,4900,244600,,,0
23390,You're the Sea,15270,4890,174546,,,0
23391,No Direction,15271,4919,234330,,,0
23392,Belong,15272,4923,255600,,,0
23393,As It Was,15273,4924,176542,,,0
23394,I'm Yours,15274,4877,243494,,,0
23395,Chi Mai,15275,4925,188695,,,0
23396,Say Something,15276,4876,229400,,,0
23397,Had It All,15277,4920,216853,,,0
23398,Take Me Back ft. Yonnyboii,15278,4879,149000,,,0
23399,Whole Again - Acoustic Version,15279,4926,157231,,,0
23400,Overpass Graffiti,15280,4924,226603,,,0
23401,Love Song,15190,4894,258826,,,0
23402,Let Her Go,15281,4883,194013,,,0
23403,Brighter Than Sunshine,15282,4927,242439,,,0
23404,Love Story,15283,4899,232500,,,0
23405,Mujer con Abanico,15284,4928,156787,,,0
23406,In the Shadows,15285,4929,263823,,,0
23407,Can You Feel the Love Tonight,15286,4884,250916,,,0
23408,The Story,15287,4885,238493,,,0
23409,Better,15288,4915,215906,,,0
23410,Iris,15289,4873,181136,,,0
23411,Rockabye - Acoustic Version,15290,4924,157466,,,0
23412,I Need You More Today,15291,4930,233728,,,0
23413,Beautiful Soul,15153,4884,216612,,,0
23414,Let's See What The Night Can Do,15209,4877,245186,,,0
23415,"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",15256,4919,219613,,,0
23416,Forever And Always,15257,4920,248960,,,0
23417,Fine On The Outside,15292,4931,252466,,,0
23418,Tortured Soul,15293,4874,246613,,,0
23419,I Believe in You,15294,4915,198786,,,0
23420,At Home,15295,4932,226640,,,0
23421,"Portland, Maine",15296,4933,203869,,,0
23422,Holding On and Letting Go,15297,4878,317441,,,0
23423,The Flood,15298,4914,261640,,,0
23424,Hanggang Kailan (Umuwi Ka Na Baby),15299,4934,211933,,,0
23425,Out of My League,15300,4935,218800,,,0
23426,Say Something,15155,4876,233266,,,0
23427,Rise,15212,4887,156453,,,0
23428,World Spins Madly On,15301,4936,165133,,,0
23429,Stumble,15302,4937,216626,,,0
23430,Paradise,15303,4938,251426,,,0
23431,"Moonlight, Mistletoe & You",15304,4939,209293,,,0
23432,ひまわりの約束,15305,4889,308146,,,0
23433,Since U Been Gone - Acoustic Version,15306,4940,221170,,,0
23434,"One more time,One more chance",15307,4941,330786,,,0
23435,Creep,15308,4873,234135,,,0
23436,Higher Love,15309,4942,173250,,,0
23437,Hyouriittai,15310,4943,336619,,,0
23438,How Long Will I Love You,15311,4897,144830,,,0
23439,Binibini,15312,4879,221538,,,0
23440,You Were Supposed to Be Different,15313,4893,192972,,,0
23441,Thinking out Loud,15154,4884,278640,,,0
23442,Perfect / Style,15314,4944,212864,,,0
23443,Poison & Wine,15315,4904,219466,,,0
23444,Collide,15265,4916,249120,,,0
23445,You And I,15316,4872,148400,,,0
23446,Give Me Your Forever (ft. Billkin),15317,4879,244800,,,0
23447,Falling in Love at a Coffee Shop,15318,4882,270840,,,0
23448,Breathe (2 AM),15319,4945,279826,,,0
23449,Habang Buhay,15145,4879,244067,,,0
23450,Beautiful Soul,15320,4944,214738,,,0
23451,Bulletproof,15321,4871,207677,,,0
23452,Spectrum,15270,4890,265506,,,0
23453,Girls Like You - Acoustic Version,15322,4944,188494,,,0
23454,Nangangamba,15323,4879,210354,,,0
23455,Better Together,15324,4946,200706,,,0
23456,Heartbreak Anniversary,15325,4883,199256,,,0
23457,One More Time Around,15326,4899,205666,,,0
23458,Say Something,15327,4876,229573,,,0
23459,Heart Can’t Lose,15145,4879,240952,,,0
23460,I Ain't Ever Loved No One - Acoustic,15328,4933,199594,,,0
23461,Empty,15329,4911,317280,,,0
23462,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",15330,4947,231965,,,0
23463,The Reason,15195,4896,200800,,,0
23464,Fix You,15331,4897,261665,,,0
23465,Hand to Hold,15332,4915,231605,,,0
23466,Hold You in My Arms,15333,4911,306200,,,0
23467,One Last Dance,15334,4946,224847,,,0
23468,Heaven,15335,4884,250063,,,0
23469,The Spark - Bonus Track,15298,4914,201933,,,0
23470,American Beauty,15336,4902,158013,,,0
23471,Such A Simple Thing,15337,4911,296386,,,0
23472,Colors,15338,4948,160453,,,0
23473,Someone You Loved,15238,4884,182442,,,0
23474,More Than Friends (feat. Meghan Trainor),15209,4877,181360,,,0
23475,Flurry Rush,15339,4949,169318,,,1
23476,I Choose You,15215,4894,218573,,,0
23477,I Do Adore,15340,4950,149160,,,0
23478,I'll Be Home For Christmas,15341,4951,183293,,,0
23479,Fuck You,15342,4952,169266,,,1
23480,Christmas Comes But Once A Year,15343,4953,272640,,,0
23481,Christmas Comes But Once A Year,15344,4953,272640,,,0
23482,If I Ain't Got You - Acoustic,15345,4907,176509,,,0
23483,Believe - Acoustic,15346,4907,179886,,,0
23484,Iris - Acoustic,15347,4892,184200,,,0
23485,Rain - Long Ver.,15229,4889,447306,,,0
23486,C'est si bon,15348,4954,108346,,,0
23487,Baby (Acoustic Version),15349,4944,160768,,,0
23488,Reason,15350,4943,304320,,,0
23489,I Like Me Better,15351,4884,201508,,,0
23490,Asan Ka Na Ba,15352,4879,241132,,,0
23491,A Thousand Years,15154,4884,263710,,,0
23492,drivers license,15353,4940,246345,,,0
23493,Love Someone,15354,4877,257173,,,0
23494,The Winner Takes It All - Acoustic,15355,4955,159012,,,0
23495,Only Time,15356,4898,178546,,,0
23496,Almost Lover,15357,4956,268800,,,0
23497,Dance Monkey,15358,4957,197850,,,0
23498,Ocean,15277,4920,222400,,,0
23499,Dream a Little Dream of Me,15359,4873,142379,,,0
23500,Back For Good,15360,4924,194667,,,0
23501,OK,15361,4897,212400,,,0
23502,Just The Two Of Us,15362,4883,196304,,,0
23503,Hey There Delilah,15238,4884,230868,,,0
23504,Arcade,15363,4883,186738,,,0
23505,Yellow,15364,4873,193536,,,0
23506,Wake Me Up,15365,4957,196819,,,0
23507,Walking Blind,15366,4958,201440,,,0
23508,Headphones,15367,4932,204998,,,0
23509,Teenage Dream,15368,4959,219093,,,0
23510,The Worth Of The Wait,15369,4960,171800,,,0
23511,Can't Help Falling In Love - Piano Version,15370,4873,211624,,,0
23512,Never Come Back Again,15371,4961,196240,,,0
23513,Love You To Death,15372,4874,199459,,,0
23514,Someone You Loved - Acoustic,15373,4962,169253,,,0
23515,What a Wonderful World,15374,4873,137066,,,0
23516,You Broke Me First,15375,4883,128798,,,1
23517,Long Way Down,15376,4914,257972,,,0
23518,She Is Love,15377,4920,146066,,,0
23519,Marigold,15378,4963,172708,,,0
23520,12:51,15379,4964,246280,,,0
23521,サンサーラ,15380,4965,331984,,,0
23522,Sons and Daughters,15381,4966,216052,,,0
23523,Brand New,15382,4917,243933,,,0
23524,Gotta Have You,15301,4936,199786,,,0
23525,"30,000 Feet",15382,4917,256933,,,0
23526,A Thousand Years,15383,4967,279916,,,0
23527,Jolene,15333,4911,250866,,,0
23528,No Ceiling,15212,4887,94053,,,0
23529,Front Porch,15384,4968,231813,,,0
23530,Goodbye Lulu,15385,4949,150047,,,1
23531,Three More Days,15386,4911,216773,,,0
23532,Isn't She Lovely - Acoustic,15387,4905,145771,,,0
23533,We Could Still Be Happy,15388,4919,279260,,,0
23534,Fix You - Acoustic,15389,4907,162963,,,0
23535,I'm Yours - Acoustic,15390,4969,166189,,,0
23536,Closer,15153,4884,244188,,,0
23537,A Sky Full of Stars,15391,4970,165067,,,0
23538,I Don't Believe in Satan,15392,4893,208571,,,0
23539,Pills,15393,4971,189240,,,0
23540,Shallow - Acoustic,15394,4899,182553,,,0
23541,Watermelon Sugar - Acoustic,15395,4944,183093,,,0
23542,Say You Won't Let Go - Acoustic,15396,4972,243724,,,0
23543,Hikare Inochi,15236,4908,322146,,,0
23544,Call You Mine (Acoustic Piano),15397,4871,209554,,,0
23545,For Now,15398,4873,198403,,,0
23546,Sweet Dream,15399,4973,67746,,,0
23547,Love Nwantiti,15400,4883,129032,,,0
23548,Stars Are on Your Side,15401,4878,218004,,,0
23549,We Don't Talk Anymore / Cold (feat. Sara Phillips),15314,4944,222911,,,0
23550,Superman,15402,4974,206693,,,0
23551,Chasing Cars,15403,4884,246979,,,0
23552,Calm Me Down,15145,4879,282950,,,0
23553,KISSして,15404,4975,222626,,,0
23554,Binibini (Last Day On Earth) (feat. James TW),15405,4879,219692,,,0
23555,Left for America,15406,4976,170786,,,0
23556,Ramparts,15407,4977,70133,,,0
23557,Hold On - Acoustic,15408,4874,200346,,,0
23558,Dust to Dust,15409,4904,229653,,,0
23559,Good night,15410,4975,354213,,,0
23560,As You Are,15411,4879,183969,,,0
23561,Binibini,15145,4879,221538,,,0
23562,It Aint Me,15412,4978,192545,,,0
23563,Say Something,15142,4876,233266,,,0
23564,The Lotto,15413,4872,193695,,,0
23565,Tamacun,15414,4979,205800,,,0
23566,Make It Without You,15415,4890,272612,,,0
23567,Dream,15416,4931,211240,,,0
23568,"Big Love, Small Moments",15417,4915,204293,,,0
23569,I Am Not Alone,15292,4931,252386,,,0
23570,Stand Your Ground,15376,4914,203253,,,0
23571,Perfect Man,15418,4980,291332,,,0
23572,あ。っという間はあるさ,15419,4965,172373,,,0
23573,Tell The World,15420,4981,161328,,,0
23574,Ain't No Reason,15421,4982,220306,,,0
23575,A Month from Now,15422,4983,192392,,,0
23576,What If,15218,4900,207228,,,0
23577,Pussy Cat,15423,4984,122874,,,0
23578,Polaroid Picture,15424,4985,223015,,,0
23579,I Bet On Flying High,15425,4986,155000,,,0
23580,I Bet On Flying High,15426,4986,155000,,,0
23581,I Bet On Flying High,15427,4986,155000,,,0
23582,Mirrors - Acoustic,15428,4944,224170,,,0
23583,To the Wonder (feat. Kina Grannis),15429,4927,239004,,,0
23584,Stay - Acoustic,15430,4944,181311,,,0
23585,太陽さん,15431,4987,144653,,,0
23586,Oh What A Love,15432,4873,235135,,,0
23587,Leave The Lights On,15433,4988,248360,,,0
23588,I Won't Let You Down,15434,4989,198344,,,0
23589,Look For The Good (Single Version),15435,4877,239697,,,0
23590,Stargazing,15436,4990,186334,,,0
23591,Bad Liar,15437,4957,226877,,,0
23592,Is It You,15438,4919,273260,,,0
23593,Slow Down Time,15439,4946,196920,,,0
23594,2002 - Acoustic,15440,4991,145056,,,0
23595,Sweeter,15441,4992,196026,,,0
23596,Heat Waves - Acoustic,15442,4993,193027,,,0
23597,アジアの純真,15443,4994,233280,,,0
23598,If the World Was Ending - Acoustic,15444,4944,213091,,,0
23599,Comes And Goes (In Waves),15399,4973,253546,,,0
23600,ながれ星,15445,4975,317400,,,0
23601,Dusk Till Dawn - Acoustic,15446,4995,167616,,,0
23602,Don't Wanna Leave You,15447,4871,211672,,,0
23603,Passenger Seat,15448,4935,274245,,,0
23604,Love,15449,4996,170040,,,0
23605,Hallelujah,15238,4884,267765,,,0
23606,Ashes,15450,4997,250146,,,0
23607,明日の☆SHOW,15445,4975,290480,,,0
23608,Love Me Like You Do,15153,4884,198218,,,0
23609,Lost Sparks,15451,4897,225400,,,0
23610,Who We Are,15452,4998,259877,,,0
23611,Heart (Original Version),15453,4975,288426,,,0
23612,It'll Be Alright,15454,4915,219363,,,0
23613,Everybody,15455,4872,208426,,,0
23614,Kabilugan Ng Buwan,15456,4999,283480,,,0
23615,Keep Breathing,15316,4872,205586,,,0
23616,Fast Car,15335,4884,304293,,,0
23617,Just the Way You Are,15335,4884,239573,,,0
23618,The Ladder,15415,4890,227128,,,0
23619,HELLO (Original Version),15457,4975,243066,,,0
23620,接吻,15458,5000,369200,,,0
23621,Can't Keep It Inside,15459,4982,77093,,,0
23622,明日天気になれ,15460,5000,244840,,,0
23623,IT'S ONLY LOVE,15461,4975,275266,,,0
23624,それがすべてさ,15462,4975,330720,,,0
23625,I Don't Wanna Love Somebody Else,15155,4876,163960,,,0
23626,Burn It All!,15463,5001,193874,,,0
23627,Carried Me With You,15464,4885,213732,,,0
23628,"O, Pennsyltucky!",15465,5002,227053,,,0
23629,"I Believed You, William Blake",15466,4985,215440,,,0
23630,Pepperspray,15467,4952,136543,,,0
23631,Stickup,15467,4952,223707,,,1
23632,Heaven - Acoustic,15468,5003,188181,,,0
23633,Soldier's Eyes,15469,5004,171760,,,0
23634,Asleep Among Endives,15470,4987,306243,,,0
23635,Symphony - Acoustic,15471,4940,192389,,,0
23636,When I Was Your Man,15154,4884,218472,,,0
23637,Save Your Tears - Acoustic,15472,4991,177818,,,0
23638,Koi,15473,4870,251266,,,0
23639,July Bones,15474,5005,239400,,,0
23640,Autumn Breeze,15475,5006,241413,,,0
23641,Save Your Tears,15476,4884,216800,,,0
23642,You're Still The One - Acoustic,15477,5007,161306,,,0
23643,Somebody Loved,15478,4873,153105,,,0
23644,Rise,15153,4884,202167,,,0
23645,Bohemian Rhapsody - Acoustic,15479,4907,173426,,,0
23646,As It Was - Acoustic,15480,4991,144644,,,0
23647,Wish List,15481,4897,212760,,,0
23648,Beautiful Disaster,15482,4874,241758,,,0
23649,Fake a smile,15483,5008,169600,,,0
23650,Marigold,15484,5009,306626,,,0
23651,River Flows In You,15485,5010,214466,,,0
23652,Kill Me Pretty,15486,5011,160466,,,0
23653,No Matter Where You Are,15487,4946,178826,,,0
23654,I Like You,15488,4917,138506,,,0
23655,The Mess I Made,15377,4920,230613,,,0
23656,Dream a Little Dream of Me,15489,5012,111842,,,0
23657,"Here, Right Now",15490,5013,183213,,,0
23658,Wonderful Tonight,15491,4884,220507,,,0
23659,Salvation,15260,4903,248506,,,0
23660,Wilderness,15492,4932,269986,,,0
23661,恋人 (Original Version),15493,4975,272773,,,0
23662,I Just Called To Say I Love You,15494,5014,189646,,,0
23663,Fall on Me,15495,4876,262820,,,0
23664,Song To Sing When I'm Lonely,15496,4977,195213,,,0
23665,A Drop In the Ocean,15497,4891,228311,,,0
23666,Have Yourself a Merry Little Christmas,15498,5015,155792,,,0
23667,Message (Original Version),15499,4975,256506,,,0
23668,Beautiful In White,15500,4972,240000,,,0
23669,Heaven Is a Place on Earth,15501,4924,193333,,,0
23670,Passenger Seat (Acoustic),15300,4935,273066,,,0
23671,Guaranteed - Humming Version,15212,4887,162309,,,0
23672,"Hang Me, Oh Hang Me",15502,5016,190106,,,0
23673,The Afterglow,15503,4977,319320,,,0
23674,Eat the Meek,15504,4985,237093,,,0
23675,The Trouble with Wanting,15384,4968,235586,,,0
23676,You Are the Best Thing,15505,4911,231840,,,0
23677,Boycott Me!,15506,5002,163666,,,0
23678,To Risk to Live,15507,4949,122026,,,1
23679,"The Legend of Olog-hai, Pt. 1",15508,4984,165799,,,0
23680,No Christmas For Me,15509,5012,160666,,,0
23681,This One's for Johnny,15342,4952,195640,,,0
23682,Graveyard - Acoustic,15510,4888,254296,,,0
23683,bouquet,15511,4987,256361,,,0
23684,こころをこめて,15512,4954,297266,,,0
23685,Paradise,15513,5017,170125,,,0
23686,Better,15277,4920,273026,,,0
23687,Laid,15514,4918,182826,,,0
23688,Same For You,15515,5018,217373,,,0
23689,2U - Acoustic Version,15516,5019,208102,,,0
23690,Duet,15517,4919,241120,,,0
23691,I'll Say I Do,15518,5020,235000,,,0
23692,Anyone,15519,4901,172766,,,0
23693,Start of Time,15260,4903,239855,,,0
23694,Give Me Your Forever,15520,4879,244800,,,0
23695,Heat Waves,15521,4901,141286,,,0
23696,There She Goes,15522,5019,145514,,,0
23697,Wells,15523,4914,223386,,,0
23698,God Only Knows,15524,4873,136542,,,0
23699,Afterglow,15525,4883,211358,,,0
23700,Burn The Rain,15526,4895,76453,,,0
23701,Already Mine,15527,4946,273126,,,0
23702,きみはぼくのともだち,15528,5000,268736,,,0
23703,Never Be the Same,15529,4903,205658,,,0
23704,All Is Well,15530,5021,256680,,,0
23705,My Mistake,15233,4903,265386,,,0
23706,Near Or Far,15531,4946,219306,,,0
23707,Without a Light,15532,4902,142200,,,0
23708,Lonely With Me,15258,4920,218813,,,0
23709,Time After Time,15153,4884,222250,,,0
23710,So Are You To Me,15533,5022,117760,,,0
23711,My Arms Were Always Around You,15534,5023,200800,,,0
23712,Dance Me to the End of Love - Bonus,15315,4904,185053,,,0
23713,Photographs,15212,4887,60413,,,0
23714,Baby Now That I Found You,15535,5024,244813,,,0
23715,Right Here Waiting,15535,5024,169733,,,0
23716,Smokestack Lightnin',15536,5025,188400,,,0
23717,Passenger Seat,15300,4935,274480,,,0
23718,Feels Like Rain (feat. Bonnie Raitt),15537,5026,275266,,,0
23719,Sugar Babe,15538,5027,124400,,,0
23720,Blister In The Sun,15539,5028,145706,,,0
23721,"Little Blue Pills, Pt. 2",15540,4949,265195,,,1
23722,Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,15541,5029,235722,,,0
23723,Bob,15504,4985,188952,,,1
23724,Psycho,15542,5030,241250,,,0
23725,Perfect Government,15504,4985,146129,,,1
23726,The Fear,15508,4984,161205,,,1
23727,Living My Best Life,15543,4917,215213,,,0
23728,Haven't Been Doing So Well,15544,4985,196813,,,0
23729,"The Legend of Olog-hai, Pt. 2",15508,4984,184217,,,1
23730,You and Me On The Rock (feat. Lucius),15545,4885,230098,,,0
23731,Glitch,15467,4952,129472,,,0
23732,A Thousand Years - Acoustic,15546,4944,249728,,,0
23733,2 Oceans,15547,5031,213055,,,0
23734,Golden Hour - Acoustic Piano,15548,4871,168571,,,0
23735,Without Me,15549,5020,202219,,,0
23736,You & Me (The Wildfire),15550,4893,242347,,,0
23737,Dancing With A Stranger,15551,4978,188735,,,0
23738,Pero,15552,4879,256648,,,0
23739,Good 4 U (Acoustic),15553,4944,174677,,,0
23740,And Then You,15399,4973,209583,,,0
23741,Here With Me - Acoustic,15554,4993,164478,,,0
23742,I'll Be There For You (Friends Theme),15154,4884,138201,,,0
23743,Habang Buhay,15555,4879,244067,,,0
23744,So Far so Good,15233,4903,198040,,,0
23745,More Than Gravity,15556,5032,266078,,,0
23746,Fade into You,15557,4890,291676,,,0
23747,東京にもあったんだ,15558,4975,382786,,,0
23748,あの夏も 海も 空も,15559,4975,322906,,,0
23749,21 Guns,15560,4901,243979,,,0
23750,Waves,15196,4897,262954,,,0
23751,Running Up That Hill (A Deal With God) - Acoustic,15561,4944,168042,,,0
23752,Poison's Gone,15526,4895,131800,,,0
23753,18 ~eighteen~,15445,4975,326600,,,0
23754,Build Me Up Buttercup,15562,4873,166320,,,0
23755,Umbrella - Acoustic Version,15290,4924,178319,,,0
23756,Home,15260,4903,249386,,,0
23757,You're My Home,15563,5013,200893,,,0
23758,vs.2013 ~知覚と快楽の螺旋~,15564,4975,292493,,,0
23759,I Like Me Better,15565,5033,189673,,,0
23760,The Remedy (I Won't Worry),15566,4877,256440,,,0
23761,Something Stupid,15494,5014,147809,,,0
23762,Hanap-Hanap,15567,5034,246644,,,0
23763,The Will To Death,15568,4977,228426,,,0
23764,Boulevard of Broken Dreams (Acoustic),15569,4892,207400,,,0
23765,Can't Help Falling In Love,15570,4873,188354,,,0
23766,Eloise,15571,5035,168712,,,0
23767,Help Me,15572,5036,188200,,,0
23768,Everytime We Touch (Acoustic),15573,5037,181496,,,0
23769,Let It Be Me,15505,4911,280226,,,0
23770,Beer,15574,5038,254306,,,0
23771,Someone Like You,15335,4884,276146,,,0
23772,You've Got a Friend,15535,5024,274720,,,0
23773,This Little Light of Mine,15575,4915,159820,,,0
23774,Amazing Grace,15576,4965,178573,,,0
23775,Remnants of What People Used to Be,15385,4949,175046,,,1
23776,Linda Ronstadt,15577,5039,180771,,,0
23777,Unsteady - Acoustic Covers Versions of Popular Songs,15578,5040,191052,,,0
23778,Heart's Content,15579,4885,214666,,,0
23779,The Damned,15508,4984,167466,,,1
23780,Hot Knives,15580,5041,252760,,,1
23781,Nickel Plated,15467,4952,136815,,,1
23782,Peaches - Acoustic,15581,4892,190909,,,1
23783,You,15582,4876,218133,,,0
23784,Swimmers,15270,4890,181093,,,0
