dzr,artist,title,status,preview
65690450,Slayer,Aggressive Perfector (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/9/8/0/0/9801ad701000e003fb6afecbce729c46.mp3?hdnea=exp=1760583358~acl=/api/1/1/9/8/0/0/9801ad701000e003fb6afecbce729c46.mp3*~data=user_id=0,application_id=42~hmac=507d866e494365ba49f95761930881c35716c06a8ef3085383adc2564863d4db"
65707239,The Black Crowes,Hard To Handle,created,"https://cdnt-preview.dzcdn.net/api/1/1/9/a/9/0/9a926f65a34868c94ceef9ef1525f355.mp3?hdnea=exp=1760583359~acl=/api/1/1/9/a/9/0/9a926f65a34868c94ceef9ef1525f355.mp3*~data=user_id=0,application_id=42~hmac=3d76e49096d8aa98f76444b04a17ba771fe1777ff862049169857190f89eaee5"
65707240,Black Crowes,She Talks To Angels,created,"https://cdnt-preview.dzcdn.net/api/1/1/8/1/c/0/81cb28327feaed4194b1f59d5face5d9.mp3?hdnea=exp=1760583359~acl=/api/1/1/8/1/c/0/81cb28327feaed4194b1f59d5face5d9.mp3*~data=user_id=0,application_id=42~hmac=ad19c202b91b16ad357256bc08ec6e48faff683688f37be3a44f74759e5a6e7d"
65707243,The Black Crowes,Thorn In My Pride,created,"https://cdnt-preview.dzcdn.net/api/1/1/a/a/8/0/aa8ea85981538c875de2c16bf619ebcd.mp3?hdnea=exp=1760583360~acl=/api/1/1/a/a/8/0/aa8ea85981538c875de2c16bf619ebcd.mp3*~data=user_id=0,application_id=42~hmac=b926ccb85218b1449262a0f76056679b9fc5fac6f1f721a34abb35b5c90c7c98"
65707244,The Black Crowes,Bad Luck Blue Eyes Goodbye,created,"https://cdnt-preview.dzcdn.net/api/1/1/1/d/2/0/1d215e6361bd741670b95dc6b0aad1b4.mp3?hdnea=exp=1760583360~acl=/api/1/1/1/d/2/0/1d215e6361bd741670b95dc6b0aad1b4.mp3*~data=user_id=0,application_id=42~hmac=1565ab0132983e289f277599311f90216d52fb1e365087f63255f65c171a66ca"
65707321,The Jayhawks,I'd Run Away (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/1/0/b/0/10b1f75b7753a6d04d4f812e1b02bc08.mp3?hdnea=exp=1760583361~acl=/api/1/1/1/0/b/0/10b1f75b7753a6d04d4f812e1b02bc08.mp3*~data=user_id=0,application_id=42~hmac=a49a1d48f5bd2d7fc9cae74d838a7fa454286b790c07cf7b6714f07ffccb5ef6"
65707333,Slayer,War Ensemble (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/5/f/b/0/5fba1e739bdaf039be60200621ea1453.mp3?hdnea=exp=1760583361~acl=/api/1/1/5/f/b/0/5fba1e739bdaf039be60200621ea1453.mp3*~data=user_id=0,application_id=42~hmac=e3dc62c3ad045870cbc93414df1d1276d71408d7f5f9045418259d02c1f687d4"
65707334,Slayer,Blood Red (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/c/d/2/0/cd24cd0532caa16fb4fc8c9726e1aff9.mp3?hdnea=exp=1760583361~acl=/api/1/1/c/d/2/0/cd24cd0532caa16fb4fc8c9726e1aff9.mp3*~data=user_id=0,application_id=42~hmac=376e2a0cad85e49ef2c810a827d4c42f61b04afbc46990351891e599f326c413"
65707335,Slayer,Spirit In Black (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/5/3/9/0/5391addf292cf1b7ccbf55cec18ad07c.mp3?hdnea=exp=1760583364~acl=/api/1/1/5/3/9/0/5391addf292cf1b7ccbf55cec18ad07c.mp3*~data=user_id=0,application_id=42~hmac=a1a5eefc2ec1d35c3e8bcfde9bfe9488146887c98043ffb2b14b59b6311ed9b2"
65707337,Slayer,Dead Skin Mask (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/6/9/1/0/691fb7c9c5b41a6382c65d75e510138d.mp3?hdnea=exp=1760583365~acl=/api/1/1/6/9/1/0/691fb7c9c5b41a6382c65d75e510138d.mp3*~data=user_id=0,application_id=42~hmac=6f8d86c613182ae373bb4aa88bd128068c16167b06ac77ae6dc9631731190f1d"
65707342,Slayer,Seasons In The Abyss (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/0/c/d/0/0cdb36f1ffa8797292a5a2a392c10b38.mp3?hdnea=exp=1760583365~acl=/api/1/1/0/c/d/0/0cdb36f1ffa8797292a5a2a392c10b38.mp3*~data=user_id=0,application_id=42~hmac=b7b631af99dd3fa6e40765d146c528ca8983a87b7ab082995a9474f3f0a156fa"
65719970,Death Cab for Cutie,I Will Follow You Into The Dark,exists,
65724647,Slayer,South Of Heaven,created,"https://cdnt-preview.dzcdn.net/api/1/1/6/6/b/0/66bf51a63fa31602e9f0ea196352d778.mp3?hdnea=exp=1760583367~acl=/api/1/1/6/6/b/0/66bf51a63fa31602e9f0ea196352d778.mp3*~data=user_id=0,application_id=42~hmac=91a033ce90c1d96f15bc2d8804aada3beeec084aba0f77e7885c5ea50b8d0299"
65724651,Slayer,Mandatory Suicide (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/4/4/4/0/4447fe1579e799203158339c013acc6f.mp3?hdnea=exp=1760583367~acl=/api/1/1/4/4/4/0/4447fe1579e799203158339c013acc6f.mp3*~data=user_id=0,application_id=42~hmac=fba90458b5783daaae748f804281803cc7239537f7bcaf3d635bf2c9d63b7682"
65728834,Motion City Soundtrack,This Is For Real,created,
65728839,Motion City Soundtrack,The Conversation (Cd),created,
65735658,Buffalo Springfield,Bluebird,created,
65736337,Hilary Duff,Why Not (Remix 2005),created,
65737077,Rascal Flatts,Bless The Broken Road,created,
65737078,Rascal Flatts,Then I Did,created,
65737085,Rascal Flatts,Holes,created,
65928349,Kamelot,Love you to death,created,
65950702,Riverside,Out Of Myself,created,
65950705,Riverside,Loose Heart,created,
65950707,Riverside,In Two Minds,created,
65950709,Riverside,Ok,created,
65970176,Cradle Of Filth,All Hope In Eclipse,created,
65981571,Skindred,State Of Emergency,created,"https://cdnt-preview.dzcdn.net/api/1/1/4/5/1/0/4515130c44cf0a7c501c181bd931789e.mp3?hdnea=exp=1760583385~acl=/api/1/1/4/5/1/0/4515130c44cf0a7c501c181bd931789e.mp3*~data=user_id=0,application_id=42~hmac=69ceecb9bee9886c183efefc802cdc91999887c01e6cbfa28091e209b7f2afbd"
65995494,Swing Out Sister,Something Every Day,created,
65997339,Solas,On a Sea of Fleur de Lis,created,
65997345,Solas,Erin,created,
65997726,Pentangle,Cruel Sister,created,
66023308,Jim Jones,We Fly High,created,"https://cdnt-preview.dzcdn.net/api/1/1/a/0/6/0/a066d16effcb2d30f922722a3e26c7d3.mp3?hdnea=exp=1760583387~acl=/api/1/1/a/0/6/0/a066d16effcb2d30f922722a3e26c7d3.mp3*~data=user_id=0,application_id=42~hmac=c62d83e79fa054ef8fbecf484cc5dea4670f02a220b09280cb88959990137bfc"
66114026,Midtown,Come On,created,"https://cdnt-preview.dzcdn.net/api/1/1/f/e/d/0/fedb90e2ba04e91a1fc57aee997f015f.mp3?hdnea=exp=1760583387~acl=/api/1/1/f/e/d/0/fedb90e2ba04e91a1fc57aee997f015f.mp3*~data=user_id=0,application_id=42~hmac=f4b7a4ca2795c1b523e24ac21d88bc2485762af4525520399ee3502242b76a7d"
66175420,Plain White T's,Our Time Now,created,
66175429,Plain White T's,Making A Memory,created,
66175430,Plain White T's,So Damn Clever,created,
66175434,Plain White T's,Write You A Song,created,
66175438,Plain White T's,Let Me Take You There,created,
66184179,Hilary Duff,With Love,created,
66249551,Kitchens Of Distinction,Remember Me?,created,
66249558,Kitchens Of Distinction,Mad As Snow,created,
66249626,Alabama 3,Mansion Onthe Hill,created,
66267838,Katatonia,Right Into the Bliss,created,
66282711,Kitchens Of Distinction,4 Men,created,
66282893,Skunk Anansie,Little Baby Swastikkka,created,
66282960,Skunk Anansie,Yes It's Fucking Political,created,
66282962,Skunk Anansie,She's My Heroine,created,
66282963,Skunk Anansie,Infidelity (Only You),created,
66282964,Skunk Anansie,Hedonism (Just Because You Feel Good),created,
66283081,Shamen,Ebeneezer Goode (Beat Edit),created,
66283413,Fluke,Blue Sky,created,
66283440,Polly Paulusma,Over the Hill,created,
66283442,Polly Paulusma,Mea Culpa,created,
66283444,Polly Paulusma,Anywhere from Here,created,
66283526,Polly Paulusma,She Moves in Secret Ways,created,
66283658,Dan Sartain,Place to Call My Home,created,
66350972,Kitchens Of Distinction,Drive That Fast,created,
66351273,Alabama 3,Mansion On the Hill,created,
66351274,Alabama 3,Speed of the Sound of Loneliness,created,
66351280,Alabama 3,Peace in the Valley,created,
66454390,Freedom Call,Metal Invasion (Live),created,
66505619,DAVE MATTHEWS BAND,"American Baby (Live at Red Rocks Amphitheatre, Morrison, CO - September 2005)",created,"https://cdnt-preview.dzcdn.net/api/1/1/7/1/7/0/7178b26447136f878eee609c4c5a64eb.mp3?hdnea=exp=1760583400~acl=/api/1/1/7/1/7/0/7178b26447136f878eee609c4c5a64eb.mp3*~data=user_id=0,application_id=42~hmac=55d3fdc68a89d1e0c03636c845b4029d214b0e459d790a005a649ac1965500c0"
66505623,DAVE MATTHEWS BAND,"Steady As We Go (Live at Red Rocks Amphitheatre, Morrison, CO - September 2005)",created,"https://cdnt-preview.dzcdn.net/api/1/1/b/9/8/0/b984937aa70b8b7e9f98ed24984d1cc5.mp3?hdnea=exp=1760583401~acl=/api/1/1/b/9/8/0/b984937aa70b8b7e9f98ed24984d1cc5.mp3*~data=user_id=0,application_id=42~hmac=e6e1bb8bdd67455cf7643acc56c0ea1b805ce1602e1060251c0ffe91bcb897e3"
66505627,DAVE MATTHEWS BAND,"You Never Know (Live at Red Rocks Amphitheatre, Morrison, CO - September 2005)",created,"https://cdnt-preview.dzcdn.net/api/1/1/a/4/f/0/a4fbb014ef4e00f8a1ffdc4aaa5bd223.mp3?hdnea=exp=1760583401~acl=/api/1/1/a/4/f/0/a4fbb014ef4e00f8a1ffdc4aaa5bd223.mp3*~data=user_id=0,application_id=42~hmac=c31d34c54b4b540f3f2777562ab11a584209dcecc8bc471809e47d9476381ccd"
66537166,Tanya Donelly,The Storm,created,"https://cdnt-preview.dzcdn.net/api/1/1/3/b/f/0/3bf0bbae2e1bd02bd86a7ea1a1756623.mp3?hdnea=exp=1760583402~acl=/api/1/1/3/b/f/0/3bf0bbae2e1bd02bd86a7ea1a1756623.mp3*~data=user_id=0,application_id=42~hmac=3993eebdb5e5c220af0bc08c90e5d51cf543b5d12942e05befe8547962079913"
66537168,Tanya Donelly,Keeping You,created,"https://cdnt-preview.dzcdn.net/api/1/1/3/6/e/0/36e51ae374aae2579fc16d4551b61b50.mp3?hdnea=exp=1760583402~acl=/api/1/1/3/6/e/0/36e51ae374aae2579fc16d4551b61b50.mp3*~data=user_id=0,application_id=42~hmac=9d9ca484601ab088434317489453e2504030b623736ff8ee2f7b60c06946cfbb"
66537386,Red House Painters,Dragonflies,created,"https://cdnt-preview.dzcdn.net/api/1/1/1/b/f/0/1bf60bc61260826c94d8692c2bf09b6a.mp3?hdnea=exp=1760583403~acl=/api/1/1/1/b/f/0/1bf60bc61260826c94d8692c2bf09b6a.mp3*~data=user_id=0,application_id=42~hmac=b871a028269a9142b12b56e5e9d82812fbcbc0d2389e43c3c9800ce791823245"
66537659,Cat Power,Silver Stallion,created,
66537660,Cat Power,"Aretha, Sing One For Me",created,
66537667,Cat Power,Blue,created,
66538662,The Breeders,Happiness Is A Warm Gun,created,"https://cdnt-preview.dzcdn.net/api/1/1/a/1/4/0/a1484f6557b11526c6b649a76ad4c17e.mp3?hdnea=exp=1760583404~acl=/api/1/1/a/1/4/0/a1484f6557b11526c6b649a76ad4c17e.mp3*~data=user_id=0,application_id=42~hmac=88e721ecab9a9494b2032439b2fe52ffb150008bc63303f455906ade729472ec"
66596104,The Supremes / Four Tops,"River Deep, Mountain High",created,
66692636,Mud,Dyna-Mite,created,"https://cdnt-preview.dzcdn.net/api/1/1/4/c/9/0/4c9e0cef6bf54b784c0d1d65044d229f.mp3?hdnea=exp=1760583405~acl=/api/1/1/4/c/9/0/4c9e0cef6bf54b784c0d1d65044d229f.mp3*~data=user_id=0,application_id=42~hmac=659742fd991aaa849975e8c6135d9e3b8465d05a6b1a5db0618d0b486f55d717"
66764194,Tegan And Sara,So Jealous,created,"https://cdnt-preview.dzcdn.net/api/1/1/e/f/8/0/ef8aba778f484613830abfa3cecd5264.mp3?hdnea=exp=1760583406~acl=/api/1/1/e/f/8/0/ef8aba778f484613830abfa3cecd5264.mp3*~data=user_id=0,application_id=42~hmac=d80c017dfe704838a2bd212090501d2cb7b01252c5728fb57fc1a9196bc31fd5"
66789676,Indigo Girls,Kid Fears (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/2/7/6/0/276ee1d7fc38a643c144c442399a8a70.mp3?hdnea=exp=1760583406~acl=/api/1/1/2/7/6/0/276ee1d7fc38a643c144c442399a8a70.mp3*~data=user_id=0,application_id=42~hmac=2066c913da7a4ed7d66e13e49bf0bfe1e4752ab8d014ce967c959e22872338cf"
67079406,Lee Ann Womack,I May Hate Myself in the Morning,created,
67079415,Lee Ann Womack,A Little Past Little Rock,created,
67163989,Toni Braxton,Come On Over Here,created,"https://cdnt-preview.dzcdn.net/api/1/1/d/c/1/0/dc1f008400ef9c91bd281541b4031daf.mp3?hdnea=exp=1760583407~acl=/api/1/1/d/c/1/0/dc1f008400ef9c91bd281541b4031daf.mp3*~data=user_id=0,application_id=42~hmac=2e85d654c0a96a86cb9072c79eb58cbe262a2d5854ef408fe11209ac815442ca"
67163991,Toni Braxton,There's No Me Without You,created,"https://cdnt-preview.dzcdn.net/api/1/1/4/6/3/0/4634147e3356f112293a4e150a536bce.mp3?hdnea=exp=1760583408~acl=/api/1/1/4/6/3/0/4634147e3356f112293a4e150a536bce.mp3*~data=user_id=0,application_id=42~hmac=ea2f1f8d027fba63f7e3adbd65122b37dd82c4d6cbc21d9d334cc750a6a25a64"
67163995,Toni Braxton,Find Me a Man,created,"https://cdnt-preview.dzcdn.net/api/1/1/c/3/b/0/c3bf8488b6b56c1c7fe3bda3c39a02a6.mp3?hdnea=exp=1760583408~acl=/api/1/1/c/3/b/0/c3bf8488b6b56c1c7fe3bda3c39a02a6.mp3*~data=user_id=0,application_id=42~hmac=6f8100e56275d7563de6e34de2ce821c32a27705ce1112e94f655c66b42a758c"
67163996,Toni Braxton,"Let It Flow (from ""Waiting to Exhale"" Original Soundtrack)",created,"https://cdnt-preview.dzcdn.net/api/1/1/a/5/6/0/a56aefbc1ecba65e230d6410ef25977c.mp3?hdnea=exp=1760583408~acl=/api/1/1/a/5/6/0/a56aefbc1ecba65e230d6410ef25977c.mp3*~data=user_id=0,application_id=42~hmac=33f52766efef3a3ce82fa5146c5b58d12966c1240ec53d2d5e6bc63e4be9cbfb"
67163997,Toni Braxton,Why Should I Care,created,"https://cdnt-preview.dzcdn.net/api/1/1/c/7/9/0/c797561a286aa24618833e1cfb183f1b.mp3?hdnea=exp=1760583409~acl=/api/1/1/c/7/9/0/c797561a286aa24618833e1cfb183f1b.mp3*~data=user_id=0,application_id=42~hmac=6ec61b9bad6170e40fb17095551c09bd33590881379c17b4ca399ec5acbc67d6"
67267699,Kelly Clarkson,Hole,created,"https://cdnt-preview.dzcdn.net/api/1/1/1/b/f/0/1bfbd09fce03fe96297527d5020f50ef.mp3?hdnea=exp=1760583409~acl=/api/1/1/1/b/f/0/1bfbd09fce03fe96297527d5020f50ef.mp3*~data=user_id=0,application_id=42~hmac=d282003a9d5a75ee1fe69a5109619e3e3a67c610cd963905b1d8a75a7735a317"
67267702,Kelly Clarkson,Judas,created,"https://cdnt-preview.dzcdn.net/api/1/1/0/9/f/0/09f6f8dbbd7bc82966640122da3d660d.mp3?hdnea=exp=1760583410~acl=/api/1/1/0/9/f/0/09f6f8dbbd7bc82966640122da3d660d.mp3*~data=user_id=0,application_id=42~hmac=f0a8ebd5502ceb6e326a1891a11d740578fe237a6920b84253f1d3a52fb8650a"
67267704,Kelly Clarkson,Be Still,created,"https://cdnt-preview.dzcdn.net/api/1/1/7/8/b/0/78b75b29c0dc86f8cabdb37fa8c3b130.mp3?hdnea=exp=1760583410~acl=/api/1/1/7/8/b/0/78b75b29c0dc86f8cabdb37fa8c3b130.mp3*~data=user_id=0,application_id=42~hmac=3aa3e3f63480cb6cde5a12b0754c0d69d00715d0d9630df8f06ce3aaf504d570"
67267709,Kelly Clarkson,Irvine,created,"https://cdnt-preview.dzcdn.net/api/1/1/6/8/7/0/687c157f8c81437d0d4f484d280f0721.mp3?hdnea=exp=1760583410~acl=/api/1/1/6/8/7/0/687c157f8c81437d0d4f484d280f0721.mp3*~data=user_id=0,application_id=42~hmac=c24c26f6be540c931a1416f7ace602f4f3eca5b21f3102347c67fa8040c0d1e6"
67317503,Girls Aloud,Wake Me Up,created,"https://cdnt-preview.dzcdn.net/api/1/1/0/0/e/0/00e8dfdec1f7db5ed7fc9c7bc35d4f7f.mp3?hdnea=exp=1760583411~acl=/api/1/1/0/0/e/0/00e8dfdec1f7db5ed7fc9c7bc35d4f7f.mp3*~data=user_id=0,application_id=42~hmac=cbd887943ba515dac933e3d974f7fc794f8450ae62d0884ddaede636d1f8937e"
67317527,Girls Aloud,Close To Love,created,"https://cdnt-preview.dzcdn.net/api/1/1/4/0/2/0/402440ebd57175d32cce273f4e1275d4.mp3?hdnea=exp=1760583411~acl=/api/1/1/4/0/2/0/402440ebd57175d32cce273f4e1275d4.mp3*~data=user_id=0,application_id=42~hmac=bf42605649091f579006be3217cb4edf82f306c4d1784abdab38ea60f2e9120f"
67466710,Scott Walker,Jackie,created,"https://cdnt-preview.dzcdn.net/api/1/1/7/9/f/0/79f1d3d2383342f991325dfdf9939511.mp3?hdnea=exp=1760583412~acl=/api/1/1/7/9/f/0/79f1d3d2383342f991325dfdf9939511.mp3*~data=user_id=0,application_id=42~hmac=fdfe88a9c481bae6458591c201f88bc8ab1955e3f00a497aaf93689ea7f07f76"
67466901,The (International) Noise Conspiracy,The Subversive Sound,created,
67466902,International Noise Conspiracy,Smash It Up!,created,
67526238,Johnny Horton,Johnny Reb,created,"https://cdnt-preview.dzcdn.net/api/1/1/c/d/f/0/cdfaca411850e25d408707eed400c137.mp3?hdnea=exp=1760583413~acl=/api/1/1/c/d/f/0/cdfaca411850e25d408707eed400c137.mp3*~data=user_id=0,application_id=42~hmac=9437c43167d57bf23821fe46eb9ca579a58f9056d40466c65aaf0708afcb5fc8"
67526345,Porter Wagoner,The Rubber Room (Single Remaster),created,"https://cdnt-preview.dzcdn.net/api/1/1/4/8/d/0/48d45b7475b8e7a7d7631af473e2c14d.mp3?hdnea=exp=1760583413~acl=/api/1/1/4/8/d/0/48d45b7475b8e7a7d7631af473e2c14d.mp3*~data=user_id=0,application_id=42~hmac=28ebae69ae399cb4b2a0b1a156b644210094fab44b6eaf4304271a9e78921a32"
67551889,The Dodos,God?,created,
67606671,Public Enemy,Rebel Without A Pause,created,
67606693,Public Enemy,Fight The Power,created,
67606756,Public Enemy,You're Gonna Get Yours,created,
67694912,Relient K,Come Right out and Say It,created,
67694913,Relient K,I Need You,created,
67694914,Relient K,The Best Thing,created,
67694916,Relient K,Must Have Done Something Right,created,
67694918,Relient K,Devastation and Reform,created,
67694920,Relient K,Faking My Own Suicide,created,
67694924,Relient K,Deathbed,created,
