dzr,artist,title,status,preview
519036,Great Lake Swimmers,The Man With No Skin,would_create,
519039,Great Lake Swimmers,I Will Never See the Sun,would_create,
519111,Great Lake Swimmers,Bodies and Minds,would_create,
519113,Great Lake Swimmers,Falling Into the Sky,would_create,
519117,Great Lake Swimmers,Long Into the Evening,would_create,
520083,MORS PRINCIPIUM EST,Fragile Flesh,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/6/1/7/0/617ca9a2e4d359d3da38e231457d47c1.mp3?hdnea=exp=1760497541~acl=/api/1/1/6/1/7/0/617ca9a2e4d359d3da38e231457d47c1.mp3*~data=user_id=0,application_id=42~hmac=0128a810387fcc4202adc5c1a927fcd6a0f5b8e1f918a274ce5cd1ac9b308047"
530652,The Bad Plus,Smells Like Teen Spirit,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/a/9/4/0/a94291b0a7f099321d2fa2fe95864a6f.mp3?hdnea=exp=1760497542~acl=/api/1/1/a/9/4/0/a94291b0a7f099321d2fa2fe95864a6f.mp3*~data=user_id=0,application_id=42~hmac=d245242d96fe0dd71b3de9f6c8392ceb300dc7253b02895bec704a9b90128ea3"
531834,Charley Pride,I Can't Believe That You've Stopped Loving Me,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/3/5/2/0/352eaf3e2d212082d2af5908e18bde41.mp3?hdnea=exp=1760497543~acl=/api/1/1/3/5/2/0/352eaf3e2d212082d2af5908e18bde41.mp3*~data=user_id=0,application_id=42~hmac=338f72747b54c25ff0679d0d03fda8a14681001f4a0ae7677ed4ad7cbdf6a9be"
531935,Kris Kristofferson,Me and Bobby McGee,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/a/2/d/0/a2d050ca88e70c79b3773e306d34979d.mp3?hdnea=exp=1760497543~acl=/api/1/1/a/2/d/0/a2d050ca88e70c79b3773e306d34979d.mp3*~data=user_id=0,application_id=42~hmac=892a490aef4c4a81af7e0e73ef1c3b4714607b9fc89ce6e6e6138ede0c0d13d7"
531937,Kris Kristofferson,Sunday Mornin' Comin' Down,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/c/b/d/0/cbd09c1ad688192039b29fd63bb57508.mp3?hdnea=exp=1760497544~acl=/api/1/1/c/b/d/0/cbd09c1ad688192039b29fd63bb57508.mp3*~data=user_id=0,application_id=42~hmac=f0fd81d7e5a873890fd1938339e89a97e3b4255e2e9e9390779b48458193423a"
531993,Diamond Rio,You're Gone,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/6/2/f/0/62f20777cab1cfe155d5b6b4e3b2a85d.mp3?hdnea=exp=1760497544~acl=/api/1/1/6/2/f/0/62f20777cab1cfe155d5b6b4e3b2a85d.mp3*~data=user_id=0,application_id=42~hmac=bd7edc45e2ab6d39d9b43f9f6a9b3ff22d09233d2be6c31b799f05d39f2beda1"
532345,Savage Garden,Gunning Down Romance,would_create,
532439,Oasis,Don't Go Away,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/2/e/4/0/2e4ba4fa5608c99859b7be84cf38ea6a.mp3?hdnea=exp=1760497545~acl=/api/1/1/2/e/4/0/2e4ba4fa5608c99859b7be84cf38ea6a.mp3*~data=user_id=0,application_id=42~hmac=e2d5bd773f0de12aea64c13742680b533588476f269c8a90d092f3b8c1567881"
532577,Savage Garden,Break Me Shake Me,would_create,
532605,Savage Garden,I Knew I Loved You,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/5/1/5/0/515de4ba5d45a934ba07fa9fbc2fa70d.mp3?hdnea=exp=1760497546~acl=/api/1/1/5/1/5/0/515de4ba5d45a934ba07fa9fbc2fa70d.mp3*~data=user_id=0,application_id=42~hmac=a727038cfc4b56df903713df682352582664dcef7e940c081f9c066271a6a240"
532607,Savage Garden,Crash and Burn,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/b/7/7/0/b774dd06d9f65695c2ad61c697e72916.mp3?hdnea=exp=1760497546~acl=/api/1/1/b/7/7/0/b774dd06d9f65695c2ad61c697e72916.mp3*~data=user_id=0,application_id=42~hmac=d49ae465add12f40d194342a7cdbf54f1a6e179ca969bea8265144def19e0f27"
532609,Savage Garden,The Animal Song,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/8/8/c/0/88c7e9d722ec5ec4f5c38af96fb27ac7.mp3?hdnea=exp=1760497547~acl=/api/1/1/8/8/c/0/88c7e9d722ec5ec4f5c38af96fb27ac7.mp3*~data=user_id=0,application_id=42~hmac=33263669e2ac647c6f88c33e7a0c93e1c25410ef438b9be201e95a4ed4a19a7b"
532611,Savage Garden,Two Beds And A Coffee Machine,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/a/c/a/0/aca5e2cc5385d82048a65f030cd860d3.mp3?hdnea=exp=1760497547~acl=/api/1/1/a/c/a/0/aca5e2cc5385d82048a65f030cd860d3.mp3*~data=user_id=0,application_id=42~hmac=e9f7b687ecbde48733859d2624f15a4eff41277108935cdcfeef3de620efceae"
533010,Savage Garden,I Don't Care,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/3/3/9/0/339919de90a47c1eb8531d1b63bc6819.mp3?hdnea=exp=1760497547~acl=/api/1/1/3/3/9/0/339919de90a47c1eb8531d1b63bc6819.mp3*~data=user_id=0,application_id=42~hmac=99ce257ea689c802f019a4917025d2cbb5b350422fb5f1526da7548907cfbe86"
533620,Rory Gallagher,Moonchild,would_create,
533990,Will Young,Love The One You're With,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/4/7/7/0/477edc8720334896e5d446e2af2eada2.mp3?hdnea=exp=1760497548~acl=/api/1/1/4/7/7/0/477edc8720334896e5d446e2af2eada2.mp3*~data=user_id=0,application_id=42~hmac=0c2d4201afedfdbf28df06df6746a62e84fffb6740b64e0d57b9ed4225f31f8c"
534083,Kelly Clarkson,Hear Me,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/e/8/4/0/e8455ba6ec6833c03478f008574ee15c.mp3?hdnea=exp=1760497549~acl=/api/1/1/e/8/4/0/e8455ba6ec6833c03478f008574ee15c.mp3*~data=user_id=0,application_id=42~hmac=b77cade38f6db650a2cfa9c2bd2f218343213a43a9ad21c302279ec8fe8ce035"
534503,Sly & The Family Stone,Stand!,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/3/b/4/0/3b4085697c72d0c02b73acabe9a2f562.mp3?hdnea=exp=1760497549~acl=/api/1/1/3/b/4/0/3b4085697c72d0c02b73acabe9a2f562.mp3*~data=user_id=0,application_id=42~hmac=84a756b7eee5f477b050fe7253166f647e46e7e04f3f142e481fc88f2fffd6d9"
534506,Sly & The Family Stone,Somebody's Watching You,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/3/9/b/0/39b0aec8d25f66645916ec126a1360b3.mp3?hdnea=exp=1760497550~acl=/api/1/1/3/9/b/0/39b0aec8d25f66645916ec126a1360b3.mp3*~data=user_id=0,application_id=42~hmac=1c6f98042ba37ed459b51d6e105355c6ed868ca3c01026e84861be4601d7044d"
534508,Sly & The Family Stone,Everyday People,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/6/7/8/0/6781cded6ea316cd62c128d648fffba4.mp3?hdnea=exp=1760497550~acl=/api/1/1/6/7/8/0/6781cded6ea316cd62c128d648fffba4.mp3*~data=user_id=0,application_id=42~hmac=1960f8120c041f434299d16725ff1d9e64d64969f39af27c82cd43f5d2ec85f6"
534574,Sly & The Family Stone,Dance to the Music,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/b/4/a/0/b4acb89d48e3048cde5780650dc7dd47.mp3?hdnea=exp=1760497550~acl=/api/1/1/b/4/a/0/b4acb89d48e3048cde5780650dc7dd47.mp3*~data=user_id=0,application_id=42~hmac=d851a3184f7b9834af35aaaf6ca6f6da7388522fccb17b22c971023b9ef04ac4"
534752,Mario Vazquez,Gallery,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/2/3/4/0/2348eac53be36e0e31e89fe32ab25a12.mp3?hdnea=exp=1760497551~acl=/api/1/1/2/3/4/0/2348eac53be36e0e31e89fe32ab25a12.mp3*~data=user_id=0,application_id=42~hmac=a821e60a26c132b663f0df4c211d61bb96e42be4f8116453f9a35378796b7dde"
535166,Prefab Sprout,Bonny (2007 Remastered Version),would_create,
535168,Prefab Sprout,When Love Breaks Down (2007 Remastered Version),would_create,
535298,Toni Braxton,You're Makin' Me High,would_create,
535299,Toni Braxton,Breathe Again,would_create,
535419,Collie Buddz,Blind To You (Explicit Album Version),would_create,"https://cdnt-preview.dzcdn.net/api/1/1/f/4/5/0/f4592b57d5180c85e09dced8d16e3803.mp3?hdnea=exp=1760497553~acl=/api/1/1/f/4/5/0/f4592b57d5180c85e09dced8d16e3803.mp3*~data=user_id=0,application_id=42~hmac=efdad07f374973c0c153083db54b62d5ddc1d4ce2294d9b04df3e62bfe35f839"
535901,Paul Potts,Caruso,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/9/5/0/0/95050b57e3a058090611e0cde923cf67.mp3?hdnea=exp=1760497553~acl=/api/1/1/9/5/0/0/95050b57e3a058090611e0cde923cf67.mp3*~data=user_id=0,application_id=42~hmac=475fe789864520cb0332a46269078ba1b229b3793e0dfd4ff9b8317a36c6bee7"
536481,MGMT,Time to Pretend,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/e/c/f/0/ecfd1e15af2459d516ff144f7735e0e5.mp3?hdnea=exp=1760497554~acl=/api/1/1/e/c/f/0/ecfd1e15af2459d516ff144f7735e0e5.mp3*~data=user_id=0,application_id=42~hmac=6e324874418403077ac2ce8eb6614f248c5a23c0492a4eeb28c10da0116a45e2"
536483,MGMT,The Youth,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/8/d/f/0/8df3715b2ab94caaffe06247fe067ed7.mp3?hdnea=exp=1760497554~acl=/api/1/1/8/d/f/0/8df3715b2ab94caaffe06247fe067ed7.mp3*~data=user_id=0,application_id=42~hmac=9311ca99e7502430fdc073982cf3d2e721b8701a069c5c2b4cf7b607621a6b77"
536484,MGMT,Electric Feel,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/9/1/a/0/91a0821300463cd04f48f768546610a5.mp3?hdnea=exp=1760497555~acl=/api/1/1/9/1/a/0/91a0821300463cd04f48f768546610a5.mp3*~data=user_id=0,application_id=42~hmac=51c691d167049a82fbb790897a0c4ac8a9cec7d0c9571aa5810565cba40bfaad"
536486,MGMT,4th Dimensional Transition,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/a/b/a/0/aba7a2d7a3e152c4f8f165ef51ab6ca2.mp3?hdnea=exp=1760497555~acl=/api/1/1/a/b/a/0/aba7a2d7a3e152c4f8f165ef51ab6ca2.mp3*~data=user_id=0,application_id=42~hmac=70189e01ad02c43cf9c922f7e9fbf46822bb67372f6ee91a349dd50bf95433ac"
536488,MGMT,"Of Moons, Birds & Monsters",would_create,"https://cdnt-preview.dzcdn.net/api/1/1/d/d/3/0/dd3489b14203d120ec804ef6cddae794.mp3?hdnea=exp=1760497555~acl=/api/1/1/d/d/3/0/dd3489b14203d120ec804ef6cddae794.mp3*~data=user_id=0,application_id=42~hmac=da265477767b045ce4d0a06d64cb190a1b2469190e0800c73bc6b9badce9ce03"
536489,MGMT,The Handshake,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/8/d/6/0/8d69b665f30a52d470a258206a78e556.mp3?hdnea=exp=1760497556~acl=/api/1/1/8/d/6/0/8d69b665f30a52d470a258206a78e556.mp3*~data=user_id=0,application_id=42~hmac=4fdf53e20a7a44d1ea0f00ab0adea775208fbe9f9cdd66cee663538a40370f44"
536490,MGMT,Future Reflections,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/e/e/8/0/ee83fc6e9e39ce0d7edefb743959fc3f.mp3?hdnea=exp=1760497556~acl=/api/1/1/e/e/8/0/ee83fc6e9e39ce0d7edefb743959fc3f.mp3*~data=user_id=0,application_id=42~hmac=d056cc8a128ae90a8d4c9a8861c9618e262216eb79c8ff6b886e2d65e3cca410"
537540,Donovan,Season of the Witch,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/4/0/5/0/4055fc1f90147f6562e2d393f7d2a56c.mp3?hdnea=exp=1760497557~acl=/api/1/1/4/0/5/0/4055fc1f90147f6562e2d393f7d2a56c.mp3*~data=user_id=0,application_id=42~hmac=b3eba230c652e97f5e63875f9757776252eaf7e8754e90f46d3bdd991365b867"
538323,Annie Lennox,Through The Glass Darkly,would_create,
538324,Annie Lennox,Lost,would_create,
538328,Annie Lennox,Fingernail Moon,would_create,
538606,The Calling,Somebody Out There,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/7/0/c/0/70c6e85446eaf8bd103fcb42125ca960.mp3?hdnea=exp=1760497558~acl=/api/1/1/7/0/c/0/70c6e85446eaf8bd103fcb42125ca960.mp3*~data=user_id=0,application_id=42~hmac=39e4f5323570f3347583f9395a78455e988e5096949bc1c8ad888d7f300feb1d"
538948,Boys Like Girls,The Great Escape,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/c/c/a/0/cca3caa525d942ea6008ee45b4596407.mp3?hdnea=exp=1760497559~acl=/api/1/1/c/c/a/0/cca3caa525d942ea6008ee45b4596407.mp3*~data=user_id=0,application_id=42~hmac=72dccc4d80ddf50ff72061be8e4cecf8fdc5bea2122483bc3614668e44604c74"
538950,Boys Like Girls,Five Minutes to Midnight (Album Version),would_create,"https://cdnt-preview.dzcdn.net/api/1/1/b/c/d/0/bcdc31e98f9bd1154ff298721b8488d0.mp3?hdnea=exp=1760497559~acl=/api/1/1/b/c/d/0/bcdc31e98f9bd1154ff298721b8488d0.mp3*~data=user_id=0,application_id=42~hmac=7e99d79325d05ae264213216a186ad1179070d7710750c9015937a7c03071b63"
538951,Boys Like Girls,Hero / Heroine (Original Mix),would_create,"https://cdnt-preview.dzcdn.net/api/1/1/a/e/3/0/ae37ccdb40bad5e0e4810743690c0a06.mp3?hdnea=exp=1760497559~acl=/api/1/1/a/e/3/0/ae37ccdb40bad5e0e4810743690c0a06.mp3*~data=user_id=0,application_id=42~hmac=9cc972e3520d69e9f4075306dd29bb5dd34809261d9141ddfdbc5ff36491ead3"
538961,Boys Like Girls,Heels Over Head (Original Mix),would_create,"https://cdnt-preview.dzcdn.net/api/1/1/8/8/7/0/88767a689895b44b18deb25295edb166.mp3?hdnea=exp=1760497560~acl=/api/1/1/8/8/7/0/88767a689895b44b18deb25295edb166.mp3*~data=user_id=0,application_id=42~hmac=8fd520be184ea8f7bdb3dcfcf6354c5a0806efa5dd4fcb48e69362ff2a80ed56"
539107,Groove Armada,Song 4 Mutya (Out Of Control) (GA10 Version),would_create,"https://cdnt-preview.dzcdn.net/api/1/1/3/0/5/0/30505e2c556f4e44c15d36bf09f0b5b2.mp3?hdnea=exp=1760497560~acl=/api/1/1/3/0/5/0/30505e2c556f4e44c15d36bf09f0b5b2.mp3*~data=user_id=0,application_id=42~hmac=f01643153481ed12d77e1ee151457f307b924bf60fa516f0b8c162f37efdb620"
539211,Duran Duran,Nite-Runner (Album Version),would_create,"https://cdnt-preview.dzcdn.net/api/1/1/5/a/b/0/5ab4984352aacd03a08778ff6fed8d10.mp3?hdnea=exp=1760497561~acl=/api/1/1/5/a/b/0/5ab4984352aacd03a08778ff6fed8d10.mp3*~data=user_id=0,application_id=42~hmac=9e71a758a00be1b50ccccfd93dff34ec4264f07aae4abaa6cfbf744c31e34487"
540175,Britney Spears,...Baby One More Time,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/1/0/f/0/10fd8e9cf7fc9f6f47e7ef391877ead3.mp3?hdnea=exp=1760497561~acl=/api/1/1/1/0/f/0/10fd8e9cf7fc9f6f47e7ef391877ead3.mp3*~data=user_id=0,application_id=42~hmac=7f43b6cf1da85f271b74905031272c68f4757bfc30ad97b7fcf76bc7015d2c74"
540177,Britney Spears,Sometimes,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/0/9/d/0/09d0b16d1146637c25a716ae93f49ae4.mp3?hdnea=exp=1760497562~acl=/api/1/1/0/9/d/0/09d0b16d1146637c25a716ae93f49ae4.mp3*~data=user_id=0,application_id=42~hmac=964695a00287a6242c6a68f2a647041c84302788adc38470a2cb5627ed58c696"
540178,Britney Spears,Soda Pop,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/8/3/9/0/83965b3cbec75be357a2177721410b9c.mp3?hdnea=exp=1760497562~acl=/api/1/1/8/3/9/0/83965b3cbec75be357a2177721410b9c.mp3*~data=user_id=0,application_id=42~hmac=ab952d8604cf682096ebdd1146df2d910f07148830c623fd54d65a2266091544"
540180,Britney Spears,From the Bottom of My Broken Heart,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/3/6/3/0/363dcffa5a765c43c9d1fd6486cb506e.mp3?hdnea=exp=1760497562~acl=/api/1/1/3/6/3/0/363dcffa5a765c43c9d1fd6486cb506e.mp3*~data=user_id=0,application_id=42~hmac=bf78dd161ba12eb6d86b64efdeb3085c7306bab8309ce697b0b8f8c97b751e54"
540181,Britney Spears,I Will Be There,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/2/8/e/0/28e0f80028bef541803e359627fcca99.mp3?hdnea=exp=1760497563~acl=/api/1/1/2/8/e/0/28e0f80028bef541803e359627fcca99.mp3*~data=user_id=0,application_id=42~hmac=0ad78f6a3e05460af0024a87e6cee4e72fefed0ea26cc94b38b9a6e708b45793"
540182,Britney Spears duet with Don Phillip,I Will Still Love You (with Don Philip),would_create,"https://cdnt-preview.dzcdn.net/api/1/1/9/e/a/0/9ea25f567a9418a53655cdfbcfa765f1.mp3?hdnea=exp=1760497563~acl=/api/1/1/9/e/a/0/9ea25f567a9418a53655cdfbcfa765f1.mp3*~data=user_id=0,application_id=42~hmac=66078fb5bc4013f246cc2e10a5a520c73c4919e943d9f9c0465bab222b14bec5"
540185,Britney Spears,E-Mail My Heart,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/a/2/5/0/a2520d27f85381d5fa70081d07938cba.mp3?hdnea=exp=1760497564~acl=/api/1/1/a/2/5/0/a2520d27f85381d5fa70081d07938cba.mp3*~data=user_id=0,application_id=42~hmac=60e250707e4b36fcf37f6bfb4f0614704dc5bddcc8f0747bd58e41cfc4dfdfbd"
540186,Britney Spears,The Beat Goes On,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/3/2/9/0/3291d16a8d41b4b5fab6305350e3d48b.mp3?hdnea=exp=1760497564~acl=/api/1/1/3/2/9/0/3291d16a8d41b4b5fab6305350e3d48b.mp3*~data=user_id=0,application_id=42~hmac=58c9b19f39ec3c453c41aefddfd7de8b336c0c05ccd55695d9e56dca6c6844ab"
540191,Britney Spears,I'm a Slave 4 U,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/f/c/8/0/fc841e123edee208d47934be557caf65.mp3?hdnea=exp=1760497564~acl=/api/1/1/f/c/8/0/fc841e123edee208d47934be557caf65.mp3*~data=user_id=0,application_id=42~hmac=23dad509a35d9e59e268358eff8c573c7cd85584ef0e2df8750348be8cab9937"
540193,Britney Spears,Lonely,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/f/6/b/0/f6b112afb789935cfac433de5ac3b19c.mp3?hdnea=exp=1760497565~acl=/api/1/1/f/6/b/0/f6b112afb789935cfac433de5ac3b19c.mp3*~data=user_id=0,application_id=42~hmac=382d7ea0350db136eceaa5bd2252b363cb2b5d9191629dc21bad7b7dada45334"
540196,Britney Spears,Anticipating,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/8/3/3/0/833b01b08dab10a719b0186e7544ba1b.mp3?hdnea=exp=1760497565~acl=/api/1/1/8/3/3/0/833b01b08dab10a719b0186e7544ba1b.mp3*~data=user_id=0,application_id=42~hmac=659e6205ac8cdce5c061e904cc688491392e804f2c330521f2286d4c30d4e004"
540203,Britney Spears,I Run Away,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/1/a/2/0/1a2cc4b4ec4877d3222f6cc866f7a32d.mp3?hdnea=exp=1760497566~acl=/api/1/1/1/a/2/0/1a2cc4b4ec4877d3222f6cc866f7a32d.mp3*~data=user_id=0,application_id=42~hmac=36d0eef81d2bba17086e5917c70ea0559f6ddf845e6bcbed47ed57cc76a6610a"
540588,Blood_ Sweat & Tears,God Bless The Child,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/0/0/f/0/00f7b15c8d7f71aaa0cfff7ee2f6350e.mp3?hdnea=exp=1760497566~acl=/api/1/1/0/0/f/0/00f7b15c8d7f71aaa0cfff7ee2f6350e.mp3*~data=user_id=0,application_id=42~hmac=08e2d847f543040cfb0a559252d1dd1ad31e644bbaafeccf659757bb22415d9a"
540732,Willie Nelson,On the Road Again,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/2/0/8/0/208973846d8c015f7284f52168f29b93.mp3?hdnea=exp=1760497566~acl=/api/1/1/2/0/8/0/208973846d8c015f7284f52168f29b93.mp3*~data=user_id=0,application_id=42~hmac=68dfd56567c40d9364efb88674d4913d492291096e133a87818ab29444293bbc"
541012,Three Days Grace,I Hate Everything About You,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/f/f/6/0/ff6d51f374d0d2443efc4460db54a74f.mp3?hdnea=exp=1760497567~acl=/api/1/1/f/f/6/0/ff6d51f374d0d2443efc4460db54a74f.mp3*~data=user_id=0,application_id=42~hmac=634c83cf12be3771bf644a99b7375f8c06eecb5048bfcca64b0487fa6e47f5df"
541013,Three Days Grace,Home,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/f/4/f/0/f4f65a1370eeb09a01652edd3d6f9b77.mp3?hdnea=exp=1760497567~acl=/api/1/1/f/4/f/0/f4f65a1370eeb09a01652edd3d6f9b77.mp3*~data=user_id=0,application_id=42~hmac=48a74c9c1ebd64c740b6b631e4a7be5be6b0ae4b94f7e87d8a0a296a32c2f91f"
541016,Three Days Grace,Let You Down,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/2/c/f/0/2cf8101771b195da714eb27455341a60.mp3?hdnea=exp=1760497568~acl=/api/1/1/2/c/f/0/2cf8101771b195da714eb27455341a60.mp3*~data=user_id=0,application_id=42~hmac=b812185c3fa2821dc1ac8a21f2fece5c6c7458e5cdf1d6b7289ffea8bf0b2aac"
541020,Three Days Grace,Born Like This,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/b/6/2/0/b62e85acd4598b1863296bbede57b8e9.mp3?hdnea=exp=1760497568~acl=/api/1/1/b/6/2/0/b62e85acd4598b1863296bbede57b8e9.mp3*~data=user_id=0,application_id=42~hmac=601c71a08006fd40fb5a7cf26d2b6be7e5db5dbc95cc046f153940545c8f1d80"
541025,Three Days Grace,Take Me Under,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/6/d/7/0/6d70e98461ee0b389381c1ef2620d204.mp3?hdnea=exp=1760497569~acl=/api/1/1/6/d/7/0/6d70e98461ee0b389381c1ef2620d204.mp3*~data=user_id=0,application_id=42~hmac=751bcfcba438aed19a4c1ea22ef2e278d143e84a0a6964051c7e47b059be20f8"
541101,Switchfoot,Redemption,would_create,"https://cdnt-preview.dzcdn.net/api/1/1/f/3/b/0/f3b40e60f0fd619912fc5915099880e8.mp3?hdnea=exp=1760497569~acl=/api/1/1/f/3/b/0/f3b40e60f0fd619912fc5915099880e8.mp3*~data=user_id=0,application_id=42~hmac=01f1ed89f12aab88da33471d5b7d3cd38d0dba4b32a7f00ef41ece0cf85b9de9"
