dzr,artist,title,status,preview
2302520,Beck,Hell Yes (Album Version),exists,
2302522,Beck,Scarecrow,exists,
2303106,Samantha Mumba,Baby Come On Over (This Is Our Night),exists,
2303111,Samantha Mumba,Feelin' Is Right,exists,
2303344,Steely Dan,Babylon Sisters,exists,
2304704,Ms. Jade,Feel The Girl (Album Version Explicit),exists,
2305664,Skunk Anansie / Luciano Pavarotti / Orchestra Sinfonica Italiana / José Molina,You'll follow me down,exists,
2306843,Black Eyed Peas,"Positivity (live from the House Of Blues, Chicago)",exists,
2307302,Rob Zombie,Superbeast,exists,
2307303,Rob Zombie,Dragula,exists,
2307304,Rob Zombie,Living Dead Girl,exists,
2307364,Pulp,Acrylic Afternoons,exists,
2307368,Pulp,Happy Endings,exists,
2308418,Joe Ely,Because Of The Wind,exists,
2309095,The Mars Volta,Cygnus...Vismund Cygnus,exists,
2309096,The Mars Volta,The Widow,exists,
2309498,Sleeping At Last,Ghosts,exists,
2309503,Sleeping At Last,"Slowly, Now",exists,
2309841,Diana Krall,It Could Happen To You,exists,
2309852,Diana Krall,The Boulevard Of Broken Dreams,exists,
2310197,Frida,The Way You Do,exists,
2310199,Frida,I Know There's Something Going On,exists,
2310759,Amel Larrieux,Sweet Misery,exists,
2310764,Ghostface Killah,Saturday Nite (US Album Edit),exists,
2310792,Amel Larrieux,Down,exists,
2310953,Ruff Endz,If I Was the One,exists,
2311265,Andy Griggs,She Thinks She Needs Me,exists,
2311282,Waylon Jennings & Willie Nelson,(Sittin' On) The Dock of the Bay,exists,
2312090,The Cooper Temple Clause,The Same Mistakes,exists,
2312092,The Cooper Temple Clause,New Toys,exists,
2312094,The Cooper Temple Clause,Into My Arms,exists,
2312097,The Cooper Temple Clause,Music Box,exists,
2312099,The Cooper Temple Clause,Written Apology,exists,
2312101,The Cooper Temple Clause,Blind Pilots (Live),exists,
2312103,The Cooper Temple Clause,A.I.M. (Live),exists,
2312219,Modest Mouse,"3rd Planet (Live ""Bootleg"" Version)",exists,
2312248,Modest Mouse,"Interstate 8 (Live ""Bootleg"" Version)",exists,
2314104,Pulp,Lipgloss,exists,
2314472,Res,Golden Boys,exists,
2314499,Res,Let Love,exists,
2314842,Lee Ann Womack,I Feel Like I'm Forgetting Something,exists,
2315253,U2,Miracle Drug,exists,
2315257,U2,All Because Of You,exists,
2315258,U2,A Man And A Woman,exists,
2315261,U2,Original Of The Species,exists,
2316388,Hoobastank,Hello Again,exists,
2317147,Big Tymers / Tateeze / Boo And Gotti,Oh Yeah!,exists,
2317235,Blue October,Razorblade (Album Version Explicit),exists,
2317236,Blue October,Calling You (Album Version),exists,
2317238,Blue October,Chameleon Boy (Album Version),exists,
2317242,Blue October,Inner Glow (Album Version Explicit),exists,
2318550,Andrew W.K.,Ready To Die,exists,
2318551,Andrew W.K.,Take It Off,exists,
2318558,Andrew W.K.,Don't Stop Living In The Red,exists,
2318989,Caravan,Aristocracy,exists,
2319003,Raphael Saadiq,Still Ray,exists,
2319009,Raphael Saadiq,Tick Tock (Album Version),exists,
2319168,Raphael Saadiq,Different Times (Album Version),exists,
2319274,Roger Hodgson,Lovers In The Wind,exists,
2319278,Roger Hodgson,Only Because Of You,exists,
2320106,Joe Nichols,I'll Wait For You (Album Version),exists,
2320158,Razorlight,In The Morning,exists,
2320549,Sonic Youth,Superstar,exists,
2321371,Caravan,Nine Feet Underground (Medley),exists,
2321654,The Mamas & The Papas,Go Where You Wanna Go,exists,
2321657,The Mamas & The Papas,Somebody Groovy (Single Version),exists,
2321674,Saves The Day,Anywhere With You,exists,
2321676,Saves The Day,Driving In the Dark,exists,
2321678,Saves The Day,In Reverie,exists,
2321681,Saves The Day,In My Waking Life,exists,
2321887,Black Eyed Peas,If You Want Love,exists,
2322643,Amel Larrieux,Infinite Possibilities,exists,
2322937,Jamiroquai,Black Capricorn Day,exists,
2322941,Jamiroquai,Supersonic,exists,
2322942,Jamiroquai,Butterfly,exists,
2322944,Jamiroquai,King for a Day,exists,
2322950,Andy Williams,Happy Heart,exists,
2325264,Bob Dylan,Dignity (Outtake from 'Oh Mercy' sessions),exists,
2325274,Bob Dylan,"High Water (For Charley Patton) (Live at Oakes Garden Theatre, Niagara Falls, ON - August 2003)",exists,
2326251,Imelda May,Big Bad Handsome Man,exists,
2328014,Mariah Carey,Sprung (Japan & U.K. Bonus Track),exists,
2328016,Ryan Adams & The Cardinals,A Kiss Before I Go,exists,
2328018,Ryan Adams & The Cardinals,Hard Way To Fall,exists,
2328022,Ryan Adams & The Cardinals,Silver Bullets,created,"https://cdnt-preview.dzcdn.net/api/1/1/c/c/b/0/ccb39dba830c4567ff906bf72a115e20.mp3?hdnea=exp=1760580352~acl=/api/1/1/c/c/b/0/ccb39dba830c4567ff906bf72a115e20.mp3*~data=user_id=0,application_id=42~hmac=9e9c20472f6cbe3d6b870d4d7da9025d7ee86e530d683779c3e221b9c116d070"
2328027,Ryan Adams & The Cardinals,Pa,exists,
2328845,Powderfinger,The Day You Come,exists,
2331052,Ms. Dynamite,Father (Clean Version),exists,
2334665,Ink Spots,When The Swallows Come Back To Capistrano,exists,
2367651,Sevendust,Angel's Son,exists,
2369544,Naughty By Nature,Family Tree,exists,
2370152,Ambulance Ltd,Country Gentleman,exists,
2370419,Default,Deny,exists,
2370424,Default,Wasting My Time,exists,
2370430,Default,One Late Night,exists,
2370501,Default,Faded,exists,
2370931,Nothingface,Murder Is Masturbation,exists,
2370948,Nothingface,Here Come The Butchers,exists,
2371269,Sevendust,Separate,exists,
2371352,Sevendust,Xmas Day (Live),exists,
2371395,Sevendust,Black (Live),exists,
2417701,Anorexia Nervosa,Sister september (director's cut mix),exists,
2420464,Stereophonics,Superman,exists,
2420484,Stereophonics,Since I Told You It's Over (Decade In The Sun Version),exists,
2420492,Stereophonics,Stone (Decade In The Sun Version),exists,
2420793,Gregg Allman,Multi-Colored Lady,exists,
2421234,Allister,Stuck,exists,
2422797,Army Of Lovers,La Plage De Saint Tropez,exists,
2424737,GZA/The Genius,Luminal (Album Version Explicit),exists,
2425403,Ralph Tresvant,Do What I Gotta Do,exists,
2426053,Boyz II Men,Motownphilly,exists,
2426056,Boyz II Men,End Of The Road,exists,
2426065,Boyz II Men,Water Runs Dry,exists,
2426844,Weezer,Keep Fishin',exists,
2426849,Weezer,Slob,exists,
2426854,Weezer,Slave,exists,
2426857,Weezer,Possibilities,exists,
2426862,Weezer,Island In The Sun,exists,
2427049,10000 Maniacs,More Than This (Album Version),exists,
2427390,James Brown,King Heroin,exists,
2429457,Soundgarden,Ugly Truth,exists,
2429465,Soundgarden,No Wrong No Right,exists,
2429760,Girls Aloud,Jump,exists,
2429761,Sugababes,Too Lost In You (Love Actually Version),exists,
2429766,Maroon 5,Sweetest Goodbye,exists,
2430319,Will Smith,Loretta,exists,
2430862,Magna Carta,Two Old Friends (Album Version),exists,
2431662,Status Quo,Burning Bridges (On And Off And On Again) (Live Alive Quo),exists,
2431760,Puddle Of Mudd,Spin You Around,exists,
2432400,Alesha Dixon,Lipstick,exists,
2432664,Scorpions,In Trance,exists,
2432666,Scorpions,When The Smoke Is Going Down,exists,
2432678,Scorpions,Heroes Don't Cry,exists,
2432680,Scorpions,White Dove,exists,
2432734,Louis Armstrong,Nobody Knows The Trouble I've Seen,exists,
2432755,B.B. King,How Blue Can You Get?,exists,
2433100,Chick Corea Elektric Band,Flamingo,exists,
2433118,Chick Corea Elektric Band,Kaleidoscope,exists,
2433140,Eagle-Eye Cherry,First To Fall (Album Version),exists,
2433275,The Velvet Underground / Lou Reed,"Heroin (Live At The Matrix, San Francisco, CA / 1969)",exists,
2433286,The Velvet Underground / Lou Reed,"I'll Be Your Mirror (Live At End Of Cole Avenue, Dallas, TX / 1969)",exists,
2433686,Fairport Convention,Reynardine,exists,
2434333,Midtown,Perfect,exists,
2434776,Patti LaBelle,If You Asked Me To,exists,
2435231,Puddle Of Mudd,Think,exists,
2435855,The Mighty Mighty Bosstones,The Rascal King,exists,
2435857,The Mighty Mighty Bosstones,The Impression That I Get,exists,
2435860,The Mighty Mighty Bosstones,Another Drinkin' Song,exists,
2437177,Ocean Colour Scene,The Downstream,exists,
2437594,Hanson,MMMBop,exists,
2437595,Hanson,Where's The Love,exists,
2437596,Hanson,I Will Come To You,exists,
2437599,Hanson,If Only,exists,
2438123,The All-American Rejects,Move Along,exists,
2438124,The All-American Rejects,It Ends Tonight,exists,
2438132,The All-American Rejects,Can't Take It,exists,
2438133,The All-American Rejects,Night Drive (Acoustic Version),exists,
2439413,White Plains,My Baby Loves Lovin',exists,
2439984,Monster Magnet,Negasonic Teenage Warhead (Album Version),exists,
2440955,Diana Ross & The Supremes,Reflections,exists,
2440971,Cake,Comanche,exists,
2440972,Cake,Ruby Sees All,exists,
2440974,Cake,Pentagram,exists,
2440977,Cake,You Part The Waters,exists,
2440978,Cake,Is This Love?,exists,
2440981,Cake,I Bombed Korea,exists,
2441816,The Robert Cray Band / The Memphis Horns,These Things,exists,
2442551,Salif Keita,Tu vas me manquer,exists,
2442795,Scissor Sisters,Take Me Out,exists,
2443058,Mary Gauthier,Mercy Now,exists,
2443315,Tricky,Overcome,exists,
2443317,Tricky,Black Steel,exists,
2443321,Tricky,Abbaon Fat Tracks,exists,
2443627,Kelly Price,Love Sets You Free,exists,
2444911,Ocean Colour Scene,It's A Beautiful Thing,exists,
2445848,Cocteau Twins,Serpentskirt,exists,
2445855,Cocteau Twins,Treasure Hiding,exists,
2445856,Cocteau Twins,Seekers Who Are Lovers,exists,
2446096,Ronan Hardiman,Breakout,exists,
2446105,Ronan Hardiman,Victory,exists,
2447245,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,exists,
2448493,Jimmy Page / Robert Plant,Since I've Been Loving You,exists,
2449115,Lynyrd Skynyrd,Simple Man,exists,
2449857,Jack Johnson and Friends / Matt Costa,Sunshine (Live feat. Matt Costa),exists,
2450108,Anggun,A Rose in the Wind,exists,
2451733,Five,Something In The Air,exists,
2451742,The Cooper Temple Clause,Panzer Attack,exists,
2451745,The Cooper Temple Clause,Amber,exists,
2451752,The Cooper Temple Clause,Been Training Dogs,exists,
2451759,The Cooper Temple Clause,Murder Song,exists,
2452255,Savage Garden,Truly Madly Deeply,exists,
2452722,Foo Fighters,Gimme Stitches,exists,
2452724,Foo Fighters,Next Year,exists,
2453585,Five,Battlestar,exists,
2453802,Jazmine Sullivan,Need U Bad,exists,
2453807,Jazmine Sullivan,After The Hurricane,exists,
2453811,Jazmine Sullivan,In Love With Another Man,exists,
2453966,Switchfoot,Dare You to Move,exists,
2453970,Switchfoot,This Is Home,exists,
2453973,Switchfoot,This Is Your Life,exists,
2453974,Switchfoot,On Fire,exists,
2453978,Switchfoot,Company Car,exists,
2453984,Switchfoot,Twenty-four,exists,
2454064,Mary Mary,It Will All Be Worth It (Album Version),exists,
2454204,Maria Mena,Power Trip Ballad,exists,
2454593,Billy Ocean,Nights (Feel Like Gettin' Down),exists,
2454601,Billy Ocean,Everything's So Different Without You,exists,
2454896,Beth Orton,Couldn't Cause Me Harm,exists,
2454901,Beth Orton,Love Like Laughter,exists,
2454904,Beth Orton,Feel to Believe,exists,
2455091,Beyoncé,If I Were a Boy,exists,
2455944,Thompson Twins,Who Can Stop The Rain,exists,
2457424,Scissor Sisters,Filthy/Gorgeous,exists,
2457448,Daniel Bedingfield,All Your Attention,exists,
2457471,Daniel Bedingfield,Sorry,exists,
2457697,Finch,Reduced To Teeth,exists,
2457804,The Stone Roses,Breaking Into Heaven,exists,
2457806,The Stone Roses,Ten Storey Love Song,exists,
2457807,The Stone Roses,Daybreak,exists,
2457810,The Stone Roses,Begging You,exists,
2457814,The Stone Roses,How Do You Sleep,exists,
2457815,The Stone Roses,Love Spreads,exists,
2458261,16 Horsepower,Black Soul Choir,exists,
2459666,Bill Whelan,Riverdance (Album Version),exists,
2460480,The Hellacopters,No Angel To Lay Me Away,exists,
2460763,The Wallflowers,Closer To You,exists,
2461103,Joe Strummer,X-Ray Style,exists,
2461109,Joe Strummer,Yalla Yalla (Album Version),exists,
2461260,Gabrielle,If You Love Me,exists,
2461305,Burning Spear,Slavery Days (Album Version),exists,
2461771,Robert Palmer,Flesh Wound,exists,
2462813,McFly,Hypnotised,exists,
2463125,Robbie Robertson,American Roulette,exists,
2463230,Accept,Breaking Up Again,exists,
2464270,Stefanie Heinzmann,My Man Is A Mean Man,exists,
2465564,John Legend,Don't Let Me Be Misunderstood,exists,
2466262,Alicia Keys,No One,exists,
2466275,Alicia Keys,Saviour,exists,
2466504,Terence Trent D'Arby,Seasons,exists,
2475910,Ash,Kung Fu (2008 Remastered Version),exists,
2477936,Alesana,Apology,exists,
2482326,Jessica Simpson,You Don't Have To Let Go (Album Version),exists,
2482333,Jessica Simpson,Loving You (Album Version),exists,
2484670,Maureen McGovern;Mike Renzi,I Remember (Album Version),exists,
2484996,Leona Lewis,Whatever It Takes,exists,
2484999,Leona Lewis,Yesterday,exists,
2485000,Leona Lewis,Take a Bow,exists,
2485003,Leona Lewis,Here I Am,exists,
2485005,Leona Lewis,The Best You Never Had,exists,
2485007,Leona Lewis,Footprints in the Sand (Single Mix),exists,
2485008,Leona Lewis,A Moment Like This,exists,
2485009,Leona Lewis,Forgive Me,exists,
2485011,Leona Lewis,Run,exists,
2485118,Beyoncé,Single Ladies (Put a Ring on It),exists,
2485126,Beyoncé,Hello,exists,
2485128,Beyoncé,Ego,exists,
2485130,Beyoncé,Scared of Lonely,exists,
2485991,Johnny Winter,No Time To Live,exists,
2487140,Kristian Leontiou,Story Of My Life,exists,
2487141,Kristian Leontiou,Shining,exists,
2487142,Kristian Leontiou,The Years Move On,exists,
2487147,Kristian Leontiou,Some Say,exists,
2487535,Secret Garden,Song From A Secret Garden (Album Version),exists,
2487572,Dusty Springfield,I'd Rather Leave While I'm In Love,exists,
2487753,Ronan Hardiman,Secret World,exists,
2491663,Jimmy Buffett,He Went To Paris,exists,
2495280,Phil Lynott,Yellow Pearl,exists,
2495710,Lifehouse,Take Me Away,exists,
2495712,Lifehouse,Empty Space,exists,
2496217,Matt Costa,Cold December (Album Version),exists,
2496227,Matt Costa,Behind The Moon (Album Version),exists,
2496822,Del Amitri,Life Is Full,exists,
2497110,Dina Carroll,Don't Be A Stranger,exists,
2497875,John Hiatt,Sometime Other Than Now,exists,
2497882,John Hiatt,Feels Like Rain,exists,
2498525,Groove Coverage,She (Radio Edit),exists,
2498716,Yeah Yeah Yeahs,The Sweets,exists,
2498759,3 Doors Down,Be Somebody,exists,
2498761,3 Doors Down,The Real Life,exists,
2498762,3 Doors Down,Behind Those Eyes,exists,
2498763,3 Doors Down,Never Will I Break,exists,
2498765,3 Doors Down,Live For Today,exists,
2498905,Edie Brickell & New Bohemians,What I Am,exists,
2499850,SONATA ARCTICA,The Power Of One,exists,
2500558,Tarot,Undead Son (Album Version),exists,
2500622,Rick James,Give It To Me Baby,exists,
2501632,Scissor Sisters,Ooh,exists,
2501715,The Brothers Johnson,Treasure (Album Version),exists,
2502422,S Club 7,Don't Stop Movin',exists,
2503049,Richie Sambora,River Of Love,exists,
2503275,Supertramp,Bloody Well Right,exists,
2503277,Supertramp,Rudy,exists,
2503280,Supertramp,Dreamer,exists,
2503980,The Pussycat Dolls / Avant,Stickwitu (Avant Mix),exists,
2504018,Matt Costa,TV Gods,exists,
2504050,Scissor Sisters,I Don't Feel Like Dancin',exists,
2504051,Scissor Sisters,She's My Man,exists,
2504052,Scissor Sisters,I Can't Decide,exists,
2504060,Scissor Sisters,Might Tell You Tonight,exists,
2504236,The Mission,Like A Child Again (Remix),exists,
2505140,The Rubettes,Sugar Baby Love,exists,
2505650,The All-American Rejects,One More Sad Song,exists,
2506155,Bernard Fanning,Not Finished Just Yet,exists,
2506157,Bernard Fanning,Believe,exists,
2506162,Bernard Fanning,The Strangest Thing,exists,
2506339,Sugababes,Follow Me Home,exists,
2506523,Lisa Loeb & Nine Stories,Snow Day,exists,
2506526,Lisa Loeb & Nine Stories,Do You Sleep?,exists,
2506529,Lisa Loeb & Nine Stories,Sandalwood,exists,
2506531,Lisa Loeb & Nine Stories,Waiting For Wednesday,exists,
2508137,American Hi-Fi,The Art Of Losing (Album Version Explicit),exists,
2508388,The All-American Rejects,My Paper Heart,exists,
2508394,The All-American Rejects,Don't Leave Me,exists,
2508396,The All-American Rejects,Drive Away,exists,
2508397,The All-American Rejects,Happy Endings,exists,
2509028,Bernard Fanning,Thrill Is Gone,exists,
2509029,Bernard Fanning,Wish You Well,exists,
2509072,Jack Johnson and Friends / Matt Costa,Fall Line (Live feat. Matt Costa),exists,
2509105,Baby Bash / Perla Cruz / Russell Lee,Shorty DooWop (Album Version),exists,
2509159,Scissor Sisters,Get It Get It,exists,
2509181,Tears For Fears,Pale Shelter,exists,
2509182,Tears For Fears,I Believe,exists,
2509183,Tears For Fears,Laid So Low (Tears Roll Down),exists,
2509184,Tears For Fears,Mothers Talk (Album Version),exists,
2509259,Bernard Fanning,Songbird,exists,
2509262,Bernard Fanning,Wash Me Clean,exists,
2509269,Bernard Fanning,Watch Over Me,exists,
2509326,Sugababes,Push The Button,exists,
2509331,Sugababes,Ugly,exists,
2509336,Sugababes,2 Hearts,exists,
2509370,10 Years,Wasteland (Album Version),exists,
2509371,10 Years,Seasons To Cycles (Album Version),exists,
2509378,10 Years,The Autumn Effect (Album Version),exists,
2509574,Warren G,We Brings Heat,exists,
2510548,Three Dog Night,Joy To The World,exists,
2511224,3 Doors Down,Kryptonite,exists,
2511523,The Impressions,It's Not Unusual,exists,
2511549,James,Five-O,exists,
2511792,Kim Richey,Hello Old Friend (Album Version),exists,
2511794,Kim Richey,A Place Called Home (Album Version),exists,
2511958,The Bravery,No Brakes,exists,
2511966,The Bravery,The Ring Song,exists,
2511967,The Bravery,Rites Of Spring,exists,
2511969,Mariah Carey,It's Like That,exists,
2511970,Mariah Carey,We Belong Together,exists,
2511972,Mariah Carey,Mine Again,exists,
2511979,Mariah Carey,I Wish You Knew,exists,
2511980,Mariah Carey / Nelly,To The Floor,exists,
2512049,Mariah Carey,Joy Ride,exists,
2512115,Squeeze,Hourglass,exists,
2512237,Tindersticks,Tyed,exists,
2512247,Tindersticks,Jism,exists,
2512248,Tindersticks,Piano Song,exists,
2512256,Tindersticks,The Not Knowing,exists,
2513489,The Mission,Dancing Barefoot,exists,
2513742,Alisha's Attic,The Incidentals,exists,
2514691,Mark Knopfler,Sailing To Philadelphia,exists,
2514692,Mark Knopfler,What It Is,exists,
2515096,Parliament,Flash Light,exists,
2515333,Extreme,Stop The World,exists,
2515336,Extreme,Leave Me Alone,exists,
2515413,The Crusaders / Royal Philharmonic Orchestra,"Last Call (Live At The Royal Festival Hall, London/1981)",exists,
2516639,Brenda Holloway,You Can Cry On My Shoulder (Single Version),exists,
2517277,Pulp,Pink Glove (John Peel 07/02/93),exists,
2517283,Pulp,Sunrise (John Peel 12/08/01),exists,
2517297,Pulp,The Fear (John Peel 31/10/01),exists,
2517579,Ian Brown,Corpses In Their Mouths (Album Version),exists,
2517590,Ian Brown,Longsight M13,exists,
2517593,Ian Brown,All Ablaze (Album Version),exists,
2517847,JoJo,This Time,exists,
2517851,JoJo,Like That,exists,
2517853,JoJo,Coming For You,exists,
2518801,Fairport Convention,Now Be Thankful (Mono Version),exists,
2519208,Loudermilk,Ash To Ash,exists,
2519238,Allison Moorer,A Soft Place To Fall (Album Version),exists,
2520230,Eminem,Who Knew,exists,
2520235,Eminem,I'm Back,exists,
2520236,Eminem,Marshall Mathers,exists,
2520243,Eminem,Criminal,exists,
2520280,TRUSTcompany,Downfall (Album Version),exists,
2520283,TRUSTcompany,Running From Me (Album Version),exists,
2520286,TRUSTcompany,The Fear (Album Version),exists,
2520288,TRUSTcompany,Drop To Zero (Album Version),exists,
2520289,TRUSTcompany,Finally (Album Version),exists,
2520568,The Jam,Precious,exists,
2521144,Guy,Groove Me,exists,
2521525,Dave Hollister,No One Else (Album Version),exists,
2521591,The Velvet Underground,I'm Sticking With You,exists,
2521600,The Velvet Underground,Stephanie Says,exists,
2522944,Pulp,TV Movie,exists,
2523560,American Head Charge,Seamless (Album Version Explicit),exists,
2523567,American Head Charge,Reach and Touch (Album Version Explicit),exists,
2524386,Remy Shand,The Second One,exists,
2524389,Remy Shand,I Met Your Mercy,exists,
2524462,Kiss,Hard Luck Woman,exists,
2524567,Marc Antoine,Unity,exists,
2524750,Louis Armstrong,When You're Smiling (The Whole World Smiles With You),exists,
2525428,Nik Kershaw,Walkabout,exists,
2525797,Big Bad Voodoo Daddy,I Wanna Be Like You (Album Version),exists,
2525803,Big Bad Voodoo Daddy,Big Time Operator (Album Version),exists,
2525862,The Police,Can't Stand Losing You,exists,
2525864,The Police,Every Breath You Take,exists,
2525866,The Police,Walking On The Moon,exists,
2525868,Sting,Fragile,exists,
2525869,The Police,Every Little Thing She Does Is Magic,exists,
2525872,Sting,Brand New Day,exists,
2525873,Sting,Desert Rose,exists,
2525874,Sting,If I Ever Lose My Faith In You,exists,
2525875,Sting,When We Dance,exists,
2525876,The Police,Don't Stand So Close To Me,exists,
2525877,The Police,Roxanne,exists,
2525878,The Police,So Lonely,exists,
2526245,Soft Cell,"Facility Girls (12"" Single Extended Version)",exists,
2526418,Soft Cell,Disease And Desire,exists,
2526491,Boston,Amanda,exists,
2526492,Boston,We're Ready,exists,
2526494,Boston,Cool The Engines,exists,
2526977,Lulu / Joe Cocker,Now That The Magic Has Gone,exists,
2527127,Akon,When The Time's Right,exists,
2527143,Split Enz,I Got You,exists,
2527181,Powerman 5000,Free,exists,
2528343,Depswa,Let It Go (Album Version),exists,
2528355,Rickie Lee Jones,Stewart's Coat (Album Version),exists,
2528358,Rickie Lee Jones,Rebel Rebel (Album Version),exists,
2529804,Alien Ant Farm,Quiet,exists,
2529808,Alien Ant Farm,Never Meant,exists,
2529813,Alien Ant Farm,Hope,exists,
2530173,The Tremeloes,Do You Love Me?,exists,
2530285,The Feeling,I Want You Now,exists,
2530287,The Feeling,Fill My Little World,exists,
2530293,The Feeling,Rosé,exists,
2530862,Akon,Bananza (Belly Dancer),exists,
2530867,Akon,Lonely,exists,
2531025,Cass Fox,Touch Me (Mike Koglin vs. Jono Grant Remix),exists,
2531100,Doro,The Fortuneteller (Album Version),exists,
2531348,Dexys Midnight Runners,Until I Believe In My Soul,exists,
2531826,Finch,Without You Here,exists,
2531836,Finch,Letters To You,exists,
2531846,Finch,Ender (Album Version),exists,
2531849,Aimee Mann,I Should've Known,exists,
2531852,Aimee Mann,Could've Been Anyone,exists,
2531853,Aimee Mann,Put Me On Top,exists,
2531855,Aimee Mann,Say Anything,exists,
2531856,Aimee Mann,Jacob Marley's Chain,exists,
2531857,Aimee Mann,Mr. Harris,exists,
2531859,Aimee Mann,I Know There's A Word,exists,
2531860,Aimee Mann,I've Had It,exists,
2531861,Aimee Mann,Way Back When,exists,
2532305,Mushroomhead,43,exists,
2533141,Mushroomhead,Sun Doesn't Rise,exists,
2533143,Mushroomhead,Nowhere To Go,exists,
2533812,Dusty Springfield,Chained To A Memory,exists,
2534605,Jeru The Damaja,The Frustrated Nigga,exists,
2534608,Jeru The Damaja,Whatever,exists,
2535371,Neville Brothers,A Change Is Gonna Come,exists,
2535431,Tindersticks,Another Night In,exists,
2535432,Tindersticks,Can We Start Again,exists,
2535436,Tindersticks,Milky Teeth,exists,
2535443,Tindersticks,Kathleen,exists,
2536504,Rufus Wainwright,Pretty Things,exists,
2536507,Rufus Wainwright,14th Street,exists,
2536571,Soft Cell,You Only Live Twice,exists,
2536768,Demis Roussos,Forever And Ever,exists,
2536776,Demis Roussos,From Souvenirs To Souvenirs,exists,
2536789,Black Eyed Peas,Pump It,exists,
2536948,U2,Vertigo (Radio Edit),exists,
2538468,Boston,Livin' For You (Album Version),exists,
2539110,Thursday,This Song Brought To You By A Falling Bomb,exists,
2539112,Thursday,War All The Time,exists,
2539113,Thursday,M. Shepard,exists,
2539154,Powderfinger,Rockin' Rocks,exists,
2539156,Powderfinger,Since You've Been Gone,exists,
2539158,Powderfinger,Sunsets,exists,
2539164,Powderfinger,A Song Called Everything,exists,
2539783,Tom Vek,If You Want,exists,
2539963,Angels and Airwaves,Do It For Me Now,exists,
2539964,Angels and Airwaves,The Adventure,exists,
2539966,Angels and Airwaves,The War,exists,
2539967,Angels and Airwaves,The Gift,exists,
2540715,Brenda Lee,Everybody Loves Me But You,exists,
2541248,Rufus Wainwright,Vibrate (Album Version),exists,
2541251,Rufus Wainwright,Harvester Of Hearts (Album Version),exists,
2541252,Rufus Wainwright,Beautiful Child (Album Version),exists,
2541499,Emilie Simon,Sweet Blossom,exists,
2541765,Razorlight,Leave Me Alone,exists,
2541767,Razorlight,Vice,exists,
2541768,Razorlight,Up All Night,exists,
2541772,Razorlight,Golden Touch (Full Length),exists,
2541773,Razorlight,Stumble And Fall,exists,
2541774,Razorlight,Get It And Go,exists,
2541776,Razorlight,To The Sea,exists,
2541778,Razorlight,Somewhere Else,exists,
2542114,Weezer,My Name Is Jonas,exists,
2542119,Weezer,Surf Wax America,exists,
