dzr,artist,title,status,preview
5785806,Grizzly Bear,Marla,created,"https://cdnt-preview.dzcdn.net/api/1/1/4/0/3/0/403f3d54b87fa4f22cf9634dad9c3f87.mp3?hdnea=exp=1760581754~acl=/api/1/1/4/0/3/0/403f3d54b87fa4f22cf9634dad9c3f87.mp3*~data=user_id=0,application_id=42~hmac=d4d92d3f54e5c2f5bd625ce6a11830e1cde6a3ba5ca2710020ab03d17d45e742"
5785899,Jamie Lidell,Out of My System,created,"https://cdnt-preview.dzcdn.net/api/1/1/0/f/b/0/0fbe722b1e5b71f6748cca4e5bf89f88.mp3?hdnea=exp=1760581754~acl=/api/1/1/0/f/b/0/0fbe722b1e5b71f6748cca4e5bf89f88.mp3*~data=user_id=0,application_id=42~hmac=4560695490afd2fe828c171335e3d4938ff92ae74db126aed65f3f583613a887"
5785900,Jamie Lidell,All I Wanna Do,created,"https://cdnt-preview.dzcdn.net/api/1/1/b/0/8/0/b082ebde1c29947ac111844912933cdb.mp3?hdnea=exp=1760581755~acl=/api/1/1/b/0/8/0/b082ebde1c29947ac111844912933cdb.mp3*~data=user_id=0,application_id=42~hmac=9a9591499ea11eb42374fa174235ea75a33b5800ba33a4f8814e633a47bcedd4"
5785901,Jamie Lidell,Little Bit of Feel Good,created,"https://cdnt-preview.dzcdn.net/api/1/1/7/0/4/0/704e33a34ba311e815adf95b99631220.mp3?hdnea=exp=1760581755~acl=/api/1/1/7/0/4/0/704e33a34ba311e815adf95b99631220.mp3*~data=user_id=0,application_id=42~hmac=642b2af34df77787a53c246d390644cfb1eed5e593cc83396326220b1ccf8c11"
5786338,Roy Orbison,Blue Bayou,created,"https://cdnt-preview.dzcdn.net/api/1/1/8/6/0/0/8607faf87b27bbd3e6aae931b6e7a2b3.mp3?hdnea=exp=1760581755~acl=/api/1/1/8/6/0/0/8607faf87b27bbd3e6aae931b6e7a2b3.mp3*~data=user_id=0,application_id=42~hmac=422226be2203bd4d58bbf1409d3e396b592efcb4c642a0a18c3f651e7bb3ff33"
5805814,Powderfinger,Pick You Up,created,
5808061,Idlewild,Not Just Sometimes but Always,created,"https://cdnt-preview.dzcdn.net/api/1/1/a/c/4/0/ac4b76d20b2ad4af46cc4a9176d08ce5.mp3?hdnea=exp=1760581756~acl=/api/1/1/a/c/4/0/ac4b76d20b2ad4af46cc4a9176d08ce5.mp3*~data=user_id=0,application_id=42~hmac=669e0e581e44fb922df2c131462ec9246e048747656cf4f21f1bd49848022bf1"
5816271,Kenny G,I'm in the Mood for Love,created,"https://cdnt-preview.dzcdn.net/api/1/1/f/4/5/0/f45b922f2b0bd0e9e7d44196dc891d28.mp3?hdnea=exp=1760581756~acl=/api/1/1/f/4/5/0/f45b922f2b0bd0e9e7d44196dc891d28.mp3*~data=user_id=0,application_id=42~hmac=3dad4f14dae786ba4dce568e98053c564f44d988f14131742e50ce878bfe8bc2"
5817089,Destiny's Child,Survivor,created,"https://cdnt-preview.dzcdn.net/api/1/1/b/1/1/0/b11572bed3fd733298c40a2cf631ffce.mp3?hdnea=exp=1760581757~acl=/api/1/1/b/1/1/0/b11572bed3fd733298c40a2cf631ffce.mp3*~data=user_id=0,application_id=42~hmac=82566a2e24283ff012ea0191ae20bf283c49ede339f9c016ef480f082629b20f"
5817090,Destiny's Child,Nasty Girl (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/6/4/d/0/64dc20a1b1a09dcb568c2f4e9864dd56.mp3?hdnea=exp=1760581757~acl=/api/1/1/6/4/d/0/64dc20a1b1a09dcb568c2f4e9864dd56.mp3*~data=user_id=0,application_id=42~hmac=a7a3f4bd6f9e8cda985e16f9ab428169fef2f7e2003ff9383d062337becbe41e"
5817100,Destiny's Child,Dangerously In Love,created,"https://cdnt-preview.dzcdn.net/api/1/1/a/0/b/0/a0bed45c9eaa917a40a8fb7e99239f7f.mp3?hdnea=exp=1760581758~acl=/api/1/1/a/0/b/0/a0bed45c9eaa917a40a8fb7e99239f7f.mp3*~data=user_id=0,application_id=42~hmac=4c78cf6b438a98431d1febf0d70e9f1f254d8852ed8c75aa6023a83567f4214a"
5832710,Anathema,Regret,created,"https://cdnt-preview.dzcdn.net/api/1/1/b/f/3/0/bf31c7323310c2cdb3906637aef4553a.mp3?hdnea=exp=1760581758~acl=/api/1/1/b/f/3/0/bf31c7323310c2cdb3906637aef4553a.mp3*~data=user_id=0,application_id=42~hmac=3c9aa061702dbe124fa9aecd354c14bb89c1a968632324a74251a3d58269ef60"
5835427,The New Pornographers,"Sweet Talk, Sweet Talk",created,"https://cdnt-preview.dzcdn.net/api/1/1/a/c/8/0/ac8feeafa4dd5dd82416e41142443254.mp3?hdnea=exp=1760581758~acl=/api/1/1/a/c/8/0/ac8feeafa4dd5dd82416e41142443254.mp3*~data=user_id=0,application_id=42~hmac=d6ff0701bdf31865cf44c95595a26c97af9243f2f73e54d8f68a65ead1eef9c6"
5835727,Rodrigo y Gabriela,Stairway To Heaven,created,
5838200,The Futureheads,Struck Dumb,created,"https://cdnt-preview.dzcdn.net/api/1/1/e/9/1/0/e91e7e5b4b349a628e0909f867e836ed.mp3?hdnea=exp=1760581759~acl=/api/1/1/e/9/1/0/e91e7e5b4b349a628e0909f867e836ed.mp3*~data=user_id=0,application_id=42~hmac=678a01c2ce3084f2a83c63340b7dc39a58acf3aaf4b68452609ec1fe44af997c"
5884403,Backstreet Boys,Poster Girl,created,
5884448,System of a Down,F**k The System (Explicit Version),created,
5884493,Savage Garden,The Lover After Me (Album Version),created,
5884802,Goldfish,This Is How It Goes,created,"https://cdnt-preview.dzcdn.net/api/1/1/c/d/2/0/cd2dde49400b6d9216bee97695e78b51.mp3?hdnea=exp=1760581761~acl=/api/1/1/c/d/2/0/cd2dde49400b6d9216bee97695e78b51.mp3*~data=user_id=0,application_id=42~hmac=257922a1447bb04b806053d75e8b896f4ac7cd1b9ebb0e6d65ad52524bd9b503"
5886349,All About Eve,Martha's Harbour,created,
5886352,Rufus Wainwright,Not Ready To Love,created,
5886364,Rickie Lee Jones,Away From The Sky (Album Version),created,
5895560,Cirrus,Boomerang,created,
5899238,Patsy Cline / The Jordanaires,You're Stronger Than Me (Orchestra Version),created,
5902858,Lady Antebellum,Need You Now,created,"https://cdnt-preview.dzcdn.net/api/1/1/e/d/c/0/edc84973bc5ca868cdf5b12079b99ccd.mp3?hdnea=exp=1760581767~acl=/api/1/1/e/d/c/0/edc84973bc5ca868cdf5b12079b99ccd.mp3*~data=user_id=0,application_id=42~hmac=3780a2cd26bd164e2edab63cc515c888ee9c7b081d693179aa924fb548c434ae"
5902871,Lady Antebellum,I Run To You (Dave Bascombe Mix),created,"https://cdnt-preview.dzcdn.net/api/1/1/6/5/c/0/65c0e7071b6bc35c6359aab14ff8adf6.mp3?hdnea=exp=1760581768~acl=/api/1/1/6/5/c/0/65c0e7071b6bc35c6359aab14ff8adf6.mp3*~data=user_id=0,application_id=42~hmac=cf1509add8ca6de610bb79e20611718e5a50b91926d47b41db307e988c846c3f"
5918816,Exodus,Downfall,created,
5936255,Black Sabbath,Buried Alive,created,"https://cdnt-preview.dzcdn.net/api/1/1/8/2/f/0/82f76ae378d347a5198baf43b0759f25.mp3?hdnea=exp=1760581769~acl=/api/1/1/8/2/f/0/82f76ae378d347a5198baf43b0759f25.mp3*~data=user_id=0,application_id=42~hmac=e7951fde4a3fc33adfe3e8e00e234d5841dad10c8910fe0d8213addc1b0bc3e8"
5959427,Grizzly Bear,Southern Point,created,"https://cdnt-preview.dzcdn.net/api/1/1/f/5/5/0/f554d595d1d46c7347c6bf5543b17d87.mp3?hdnea=exp=1760581769~acl=/api/1/1/f/5/5/0/f554d595d1d46c7347c6bf5543b17d87.mp3*~data=user_id=0,application_id=42~hmac=a234679ea9d7cf5f4d747d6fff162608cf76eb43a1e7e1ac18c86fddb6f72cd0"
5959447,Grizzly Bear,While You Wait For The Others,created,"https://cdnt-preview.dzcdn.net/api/1/1/c/0/d/0/c0d7b3e040f3689d7f66c2b0484a8d37.mp3?hdnea=exp=1760581769~acl=/api/1/1/c/0/d/0/c0d7b3e040f3689d7f66c2b0484a8d37.mp3*~data=user_id=0,application_id=42~hmac=d80a03f419b70818bbd0172990a0b70c68ae79dd7ec6c5c8a84844f7636ae7c6"
5959448,Grizzly Bear,I Live With You,created,"https://cdnt-preview.dzcdn.net/api/1/1/b/e/f/0/bef9a71b089a16471275de9bff963394.mp3?hdnea=exp=1760581770~acl=/api/1/1/b/e/f/0/bef9a71b089a16471275de9bff963394.mp3*~data=user_id=0,application_id=42~hmac=a2183c5a64009846f081c1025753af53ee3c2292b4d7f1810adbc42493016731"
5990677,Europe,Tomorrow,created,"https://cdnt-preview.dzcdn.net/api/1/1/e/2/9/0/e298e940e1d8354b0d2c54b63bcd2188.mp3?hdnea=exp=1760581770~acl=/api/1/1/e/2/9/0/e298e940e1d8354b0d2c54b63bcd2188.mp3*~data=user_id=0,application_id=42~hmac=a959b6c4d54a6f27c0a380d6d8a1605f26a2bdae8d3db95511ae6a7290cf32f5"
6025488,Flogging Molly,Devil's Dance Floor,created,
6025530,Slick Shoes,Now's the Time,created,
6025732,Flogging Molly,Drunken Lullabies,created,
6025733,Flogging Molly,What’s Left of the Flag,created,
6025743,Flogging Molly,The Son Never Shines (On Closed Doors),created,
6025771,Flogging Molly,Float,created,
6025779,Flogging Molly,The Story So Far,created,
6025780,The Gaslight Anthem,Great Expectations,created,
6025786,The Gaslight Anthem,The Patient Ferris Wheel,created,
6025821,The Gaslight Anthem,"Here's Looking at You, Kid",created,
6025919,Flogging Molly,These Exiled Years,created,
6025935,Flogging Molly,The Seven Deadly Sins,created,
6025980,Shpongle,Vapour Rumours,created,"https://cdnt-preview.dzcdn.net/api/1/1/e/4/c/0/e4c69534be010125d5a0e277e41e68d6.mp3?hdnea=exp=1760581776~acl=/api/1/1/e/4/c/0/e4c69534be010125d5a0e277e41e68d6.mp3*~data=user_id=0,application_id=42~hmac=d554af64b2f712ee58964d47fa7a0573b0ec1d8cbd99a14c5841f2eb17439cad"
6026115,Shpongle,Once Upon The Sea of Blissful Awareness (Esionjim Remix),created,"https://cdnt-preview.dzcdn.net/api/1/1/9/8/1/0/9815ca8e913fda3eec9896bbd3b86457.mp3?hdnea=exp=1760581776~acl=/api/1/1/9/8/1/0/9815ca8e913fda3eec9896bbd3b86457.mp3*~data=user_id=0,application_id=42~hmac=bdb8140bb32ccb05fcdba470e7ce6e03bdde350c43162365c3fa11ee9be5eaa3"
6063750,Stealers Wheel,Late Again (Rerecorded),created,"https://cdnt-preview.dzcdn.net/api/1/1/4/4/2/0/442a2fa52cfac4c507ccb550e0cca2ea.mp3?hdnea=exp=1760581776~acl=/api/1/1/4/4/2/0/442a2fa52cfac4c507ccb550e0cca2ea.mp3*~data=user_id=0,application_id=42~hmac=de4df1618c6b66117667362385fb02ed57eda07428828c1b41793167a47f89c7"
6067352,Cyndi Lauper,True Colors,created,"https://cdnt-preview.dzcdn.net/api/1/1/0/9/8/0/098d77abb144f443cfcbd0d5c606ddcb.mp3?hdnea=exp=1760581777~acl=/api/1/1/0/9/8/0/098d77abb144f443cfcbd0d5c606ddcb.mp3*~data=user_id=0,application_id=42~hmac=1f0dac7bd8e14b9e643ca98fc7aef94ad873cb2733944e8b31c68a402bb1f625"
6067353,Cyndi Lauper,I Drove All Night,created,"https://cdnt-preview.dzcdn.net/api/1/1/5/3/6/0/536a3ba6f2ed3684512ab1ab9acf96ad.mp3?hdnea=exp=1760581777~acl=/api/1/1/5/3/6/0/536a3ba6f2ed3684512ab1ab9acf96ad.mp3*~data=user_id=0,application_id=42~hmac=5e40bce4f5fc0ac62940ce1b7f2fcef0c1bb5068283faed604aa117192b8ef69"
6067355,Cyndi Lauper,She Bop,created,"https://cdnt-preview.dzcdn.net/api/1/1/9/7/9/0/97909b310a4709f2c4ddd13bce04d747.mp3?hdnea=exp=1760581777~acl=/api/1/1/9/7/9/0/97909b310a4709f2c4ddd13bce04d747.mp3*~data=user_id=0,application_id=42~hmac=5cb2d4ad9bf6480b0968cc8f4156b1c5e1d3c218688d0293cc3f070c9f38023c"
6067358,Cyndi Lauper,Iko Iko,created,"https://cdnt-preview.dzcdn.net/api/1/1/3/2/7/0/3274e732155d4e8af525ade76740dbe0.mp3?hdnea=exp=1760581778~acl=/api/1/1/3/2/7/0/3274e732155d4e8af525ade76740dbe0.mp3*~data=user_id=0,application_id=42~hmac=541f42fb1a819800eb633c9385842d4623a2bd073ff3b3da622d3c47b3ab3e02"
6067362,Cyndi Lauper,All Through the Night,created,"https://cdnt-preview.dzcdn.net/api/1/1/b/8/8/0/b88fd44923fc7230485609bcdf6a06a8.mp3?hdnea=exp=1760581778~acl=/api/1/1/b/8/8/0/b88fd44923fc7230485609bcdf6a06a8.mp3*~data=user_id=0,application_id=42~hmac=fbe1b489fb958ce9e485f740f4119e0973668661fbabdd631f68b907c3626ef9"
6067364,Cyndi Lauper,The World Is Stone,created,"https://cdnt-preview.dzcdn.net/api/1/1/9/0/e/0/90e3e30df19fccaf3f0b4423d70b4593.mp3?hdnea=exp=1760581779~acl=/api/1/1/9/0/e/0/90e3e30df19fccaf3f0b4423d70b4593.mp3*~data=user_id=0,application_id=42~hmac=ec84400a2027572e1e40320c435c41459858cdd7f0759558087100f25fc663a8"
6069252,Chubby Checker,Limbo Rock (Rerecorded),created,"https://cdnt-preview.dzcdn.net/api/1/1/4/6/e/0/46e525402a2b99e200826278dbdc5610.mp3?hdnea=exp=1760581779~acl=/api/1/1/4/6/e/0/46e525402a2b99e200826278dbdc5610.mp3*~data=user_id=0,application_id=42~hmac=c533ec1eb01a69827aa561b97735d9e26bad941a3a0cc36e8b9462db29c7904d"
6069884,Adam Lambert,Voodoo,created,"https://cdnt-preview.dzcdn.net/api/1/1/2/c/e/0/2ceec87ede1ec905dc9d3e44506ea220.mp3?hdnea=exp=1760581779~acl=/api/1/1/2/c/e/0/2ceec87ede1ec905dc9d3e44506ea220.mp3*~data=user_id=0,application_id=42~hmac=1e107a8859ab14465d744619b6c8ed6a535a941a9c04d8579663b17b96dec9b6"
6082070,Alexandra Burke Feat. Pitbull,All Night Long (feat. Pitbull) (Single Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/9/5/b/0/95b0993408651c2b07c44cf42645935e.mp3?hdnea=exp=1760581780~acl=/api/1/1/9/5/b/0/95b0993408651c2b07c44cf42645935e.mp3*~data=user_id=0,application_id=42~hmac=c3b9e20f6b33a78e3b4bdb4881097b67f107faf826d074812353571e6f5c12df"
6082415,Brandon Heath,Wait And See,created,"https://cdnt-preview.dzcdn.net/api/1/1/a/d/3/0/ad3ed58017e44697f1244e133b389a6f.mp3?hdnea=exp=1760581780~acl=/api/1/1/a/d/3/0/ad3ed58017e44697f1244e133b389a6f.mp3*~data=user_id=0,application_id=42~hmac=2e41a1e4e177aae0eaaa2c5b9a0e1745823b381489216870ba525504a671af59"
6082420,Brandon Heath,Love Never Fails,created,"https://cdnt-preview.dzcdn.net/api/1/1/7/5/b/0/75b12c2687a30b9b69031514359eef8b.mp3?hdnea=exp=1760581781~acl=/api/1/1/7/5/b/0/75b12c2687a30b9b69031514359eef8b.mp3*~data=user_id=0,application_id=42~hmac=4127158d406a3ccbb8b7877ebb404d86ae352afef0b3a487ba401fbca21588a9"
6087825,Band Of Horses,On My Way Back Home (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/b/b/9/0/bb9083ca86cd1843f84f207e8283f569.mp3?hdnea=exp=1760581781~acl=/api/1/1/b/b/9/0/bb9083ca86cd1843f84f207e8283f569.mp3*~data=user_id=0,application_id=42~hmac=55fa6ba57629d9b6c30be357db152dd464318ef92de858e34201b6809a4ac3e8"
6087826,Band Of Horses,Infinite Arms (Album Version),created,"https://cdnt-preview.dzcdn.net/api/1/1/1/0/5/0/10507b778c58117ac9a3123f5ae14c73.mp3?hdnea=exp=1760581782~acl=/api/1/1/1/0/5/0/10507b778c58117ac9a3123f5ae14c73.mp3*~data=user_id=0,application_id=42~hmac=0bd1830ea3d01c9a8935104c3fa9e463b0e375b9be951c942817c5cd4c9f3f2b"
6088334,Carolyn Arends,Seize The Day,created,"https://cdnt-preview.dzcdn.net/api/1/1/9/6/d/0/96d17c3afb7559aee56cd1da7de94304.mp3?hdnea=exp=1760581782~acl=/api/1/1/9/6/d/0/96d17c3afb7559aee56cd1da7de94304.mp3*~data=user_id=0,application_id=42~hmac=20452386af182b28b8d0f6ef15320319dc855d50378f7c21227f101555d28ed6"
6090455,Bob Carlisle,Butterfly Kisses,created,"https://cdnt-preview.dzcdn.net/api/1/1/b/0/d/0/b0d1581cbc7ef5dfd32ef5d6cd284d2c.mp3?hdnea=exp=1760581783~acl=/api/1/1/b/0/d/0/b0d1581cbc7ef5dfd32ef5d6cd284d2c.mp3*~data=user_id=0,application_id=42~hmac=ad670057155dc1cf360f4f3ae9496f1a690a41390769a0174271aeb0dd8e5a94"
6090663,Bob Carlisle,We Fall Down,created,"https://cdnt-preview.dzcdn.net/api/1/1/b/1/3/0/b1348f4a17ba3adcf58c7a4e24caf771.mp3?hdnea=exp=1760581783~acl=/api/1/1/b/1/3/0/b1348f4a17ba3adcf58c7a4e24caf771.mp3*~data=user_id=0,application_id=42~hmac=2e657e0f947b2b26721e613e9f099d9ab981eb199ab6328edce9cba3ce013333"
6091804,Brandon Heath,Let's Make It Last,created,"https://cdnt-preview.dzcdn.net/api/1/1/c/c/f/0/ccf8ef3ea7dd3ccdc1436485a285ddc3.mp3?hdnea=exp=1760581783~acl=/api/1/1/c/c/f/0/ccf8ef3ea7dd3ccdc1436485a285ddc3.mp3*~data=user_id=0,application_id=42~hmac=d7e17cfbed26390aca234839421e162f00b557ce111c02d491cad3ea800f1b65"
6095511,Bebo Norman,Big Blue Sky,created,"https://cdnt-preview.dzcdn.net/api/1/1/f/0/c/0/f0c9dbdf8238b4e64cfdb4c85c3acb26.mp3?hdnea=exp=1760581784~acl=/api/1/1/f/0/c/0/f0c9dbdf8238b4e64cfdb4c85c3acb26.mp3*~data=user_id=0,application_id=42~hmac=5d0ceef0b44b11222278c0791edaa26c5a34349f8af50bc371f35f4dcf96c11c"
6095541,Bebo Norman,Falling Down,created,"https://cdnt-preview.dzcdn.net/api/1/1/3/1/b/0/31b05ced28a18ca3d6912029112bc1a9.mp3?hdnea=exp=1760581784~acl=/api/1/1/3/1/b/0/31b05ced28a18ca3d6912029112bc1a9.mp3*~data=user_id=0,application_id=42~hmac=7ffc1734c9f13d0bb1855efcba45d3af27de9b029f4490b9580453be805a29db"
6095551,Bebo Norman,Long Way Home,created,"https://cdnt-preview.dzcdn.net/api/1/1/d/f/a/0/dfad08705d130fbcd20da722f36b52f0.mp3?hdnea=exp=1760581785~acl=/api/1/1/d/f/a/0/dfad08705d130fbcd20da722f36b52f0.mp3*~data=user_id=0,application_id=42~hmac=ca4c07a0600c745495193dcb81a76d00afe45f2fff6e5fbccf836d983a1a9f2e"
6095687,Rich Mullins,Growing Young,created,"https://cdnt-preview.dzcdn.net/api/1/1/c/8/8/0/c88faf8377da2a6f30b41c1683a46a16.mp3?hdnea=exp=1760581785~acl=/api/1/1/c/8/8/0/c88faf8377da2a6f30b41c1683a46a16.mp3*~data=user_id=0,application_id=42~hmac=2add6cbc7ad362d4cd0e4214315f32c8174a427190c137080720981b45350dab"
6095839,Bebo Norman,All That I Have Sown,created,"https://cdnt-preview.dzcdn.net/api/1/1/d/d/c/0/ddc7305c69094c69eddbfbbc6f8fd639.mp3?hdnea=exp=1760581786~acl=/api/1/1/d/d/c/0/ddc7305c69094c69eddbfbbc6f8fd639.mp3*~data=user_id=0,application_id=42~hmac=f06430b9918cbe4ed16190685337aacdaf9299720697eeab614c271f9fc5d6c1"
6096147,Bebo Norman,Into The Day,created,"https://cdnt-preview.dzcdn.net/api/1/1/b/5/4/0/b545b755baf525d0849839fcaf466dc4.mp3?hdnea=exp=1760581787~acl=/api/1/1/b/5/4/0/b545b755baf525d0849839fcaf466dc4.mp3*~data=user_id=0,application_id=42~hmac=700c5b04dfd7b366709415d0f68cc17710b08d41334fd4b92cbbf400d4e89605"
6097600,Pillar,Rewind,created,"https://cdnt-preview.dzcdn.net/api/1/1/e/7/c/0/e7cc07d1e14631a27aa28f39995b284f.mp3?hdnea=exp=1760581787~acl=/api/1/1/e/7/c/0/e7cc07d1e14631a27aa28f39995b284f.mp3*~data=user_id=0,application_id=42~hmac=421b69379d902a84ee2f98f92627956741ce99c6021bf3049b990c45935f3f5f"
6101259,Armin van Buuren,Yet Another Day,created,"https://cdnt-preview.dzcdn.net/api/1/1/c/d/5/0/cd570e12bc66984f9928d19cf0130baa.mp3?hdnea=exp=1760581788~acl=/api/1/1/c/d/5/0/cd570e12bc66984f9928d19cf0130baa.mp3*~data=user_id=0,application_id=42~hmac=bbc80366991d64d25a22e58576e86a7c92c8d41fa88f8ffad00ac218c8790c08"
6103881,Buddy Guy,One Room Country Shack,created,"https://cdnt-preview.dzcdn.net/api/1/1/9/f/e/0/9fe2ca604b6b272520ae1163a53fc1b6.mp3?hdnea=exp=1760581788~acl=/api/1/1/9/f/e/0/9fe2ca604b6b272520ae1163a53fc1b6.mp3*~data=user_id=0,application_id=42~hmac=4074897b25f2438afbd19bf57de60f77e596c4bafca466faf2fc94dd326ff3d0"
6104718,Ben Harper,Mama's Got A Girlfriend Now,created,"https://cdnt-preview.dzcdn.net/api/1/1/f/1/5/0/f15eb4a78297187d0e6c40bab081e2a2.mp3?hdnea=exp=1760581789~acl=/api/1/1/f/1/5/0/f15eb4a78297187d0e6c40bab081e2a2.mp3*~data=user_id=0,application_id=42~hmac=e7bd56d925b76775f2b62e80956a454757ff7c04d5af640bd09eef07019aaccc"
